id,waterfront,view,condition,grade,zipcode,lat,long,bedrooms,bathrooms,sqft_basement_cat,floors,yr_built_cat,zip
2799800710,0,0,3,8,98042,47.3663,-122.122,3,2.5,1,2.0,2,980
7922800400,0,4,4,8,98008,47.588,-122.116,5,3.25,1,2.0,1,980
8079040320,0,0,3,8,98059,47.5059,-122.149,4,3.0,1,2.0,1,980
1516000055,0,3,4,8,98166,47.4336,-122.339,3,2.25,3,1.0,1,981
9558200045,0,0,3,7,98148,47.4366,-122.335,3,1.75,1,1.0,1,981
5072410070,0,0,5,8,98166,47.4428,-122.344,3,1.75,1,2.0,1,981
9528102996,0,0,3,8,98115,47.6765,-122.32,3,1.75,1,3.0,3,981
1189001180,0,0,3,7,98122,47.6113,-122.297,3,2.25,3,1.0,1,981
3253500160,0,0,5,7,98144,47.5747,-122.304,3,2.75,4,1.5,1,981
3394100030,0,0,3,10,98004,47.5815,-122.192,4,2.5,1,2.0,1,980
3717000160,0,0,3,7,98001,47.3378,-122.257,4,2.5,1,2.0,2,980
1274500060,0,0,4,7,98042,47.3621,-122.11,3,1.0,1,1.0,1,980
1802000060,0,0,3,8,98004,47.6303,-122.215,5,2.25,4,1.0,1,980
1525059190,0,0,4,11,98005,47.6525,-122.16,5,3.25,4,1.0,1,980
1049000060,0,0,4,7,98034,47.7362,-122.179,3,2.0,1,1.0,1,980
8820901275,0,0,5,7,98125,47.7168,-122.287,4,2.0,3,1.5,1,981
5416510140,0,0,3,8,98038,47.3608,-122.036,4,2.5,1,2.0,2,980
3444100400,0,0,5,7,98042,47.3511,-122.073,3,1.75,3,1.0,1,980
3276920270,0,0,4,10,98075,47.5822,-121.987,4,4.0,4,2.0,1,980
4036801170,0,0,3,7,98008,47.6034,-122.125,4,1.75,3,1.0,1,980
2391600320,0,0,3,7,98116,47.5636,-122.394,3,1.0,1,1.0,1,981
6300000287,0,0,4,7,98133,47.7073,-122.34,3,1.0,3,1.0,1,981
1531000030,0,0,3,10,98010,47.342,-122.025,4,2.5,1,2.0,2,980
5104520400,0,0,3,8,98038,47.3512,-122.008,3,2.5,1,2.0,2,980
7437100340,0,0,3,7,98038,47.349,-122.031,4,2.5,1,2.0,1,980
9418400240,0,0,3,7,98118,47.5474,-122.291,2,1.0,4,1.0,1,981
1523059105,0,0,3,8,98059,47.4811,-122.149,3,1.5,1,1.0,1,980
1133000671,0,0,3,6,98125,47.7264,-122.31,3,1.0,1,1.0,1,981
4232902595,0,0,3,9,98119,47.6337,-122.365,3,1.5,2,2.0,1,981
2599001200,0,0,5,7,98092,47.2909,-122.189,5,2.25,1,1.5,1,980
3342103156,0,0,3,9,98056,47.5228,-122.199,3,3.25,3,2.0,2,980
1332700270,0,0,4,7,98056,47.518,-122.194,2,2.25,1,2.0,1,980
3869900162,0,0,3,7,98136,47.5394,-122.387,2,1.75,2,2.0,2,981
2791500270,0,0,3,7,98023,47.2897,-122.372,4,2.5,1,2.0,1,980
5036300431,0,0,4,10,98199,47.6506,-122.391,5,2.75,1,2.0,2,981
4168000060,0,0,3,7,98023,47.322,-122.351,3,1.0,1,1.0,1,980
6021501535,0,0,3,8,98117,47.687,-122.386,3,1.5,2,1.0,1,981
6021501535,0,0,3,8,98117,47.687,-122.386,3,1.5,2,1.0,1,981
1483300570,0,0,3,7,98040,47.5873,-122.249,4,2.5,3,1.0,1,980
3422049190,0,0,3,7,98032,47.3576,-122.277,3,1.75,1,1.0,1,980
1099611230,0,0,4,7,98023,47.3036,-122.378,4,1.5,1,1.0,1,980
722079104,0,0,5,7,98038,47.4109,-121.958,3,1.75,3,1.0,1,980
7338200240,0,2,3,9,98045,47.4838,-121.714,3,2.5,1,2.0,1,980
1952200240,0,0,5,9,98102,47.6415,-122.315,3,2.5,3,1.5,1,981
5200100125,0,0,4,7,98117,47.6775,-122.372,3,2.0,3,1.5,1,981
7214720075,0,0,4,8,98077,47.7731,-122.08,3,2.25,1,2.0,1,980
2450000295,0,0,3,8,98004,47.5814,-122.196,3,2.5,1,2.0,1,980
6197800045,0,0,3,7,98058,47.4375,-122.184,3,1.0,1,1.0,1,980
1328310370,0,0,4,8,98058,47.4431,-122.133,3,2.5,3,1.0,1,980
546000875,0,0,4,7,98117,47.6878,-122.38,3,1.0,3,1.5,1,981
3530510041,0,0,4,8,98198,47.3813,-122.322,2,1.75,1,1.0,1,981
1853000400,0,0,4,10,98077,47.7304,-122.082,4,2.5,1,2.0,1,980
3134100116,0,0,4,7,98052,47.6417,-122.109,5,1.75,1,2.0,1,980
9545230140,0,0,3,8,98027,47.5386,-122.053,4,2.5,1,2.0,1,980
3362400511,0,0,5,6,98103,47.6823,-122.349,3,1.75,3,1.0,1,981
2525310310,0,0,4,7,98038,47.3624,-122.031,3,1.75,2,1.0,1,980
6126500060,0,2,3,7,98108,47.5474,-122.295,3,1.75,4,1.0,1,981
8961960160,0,3,3,9,98001,47.3183,-122.253,4,2.5,3,2.0,2,980
3626039325,0,0,3,8,98117,47.6981,-122.368,3,3.5,4,2.0,1,981
3362400431,0,0,3,8,98103,47.6824,-122.347,3,3.5,1,3.0,2,981
4060000240,0,0,4,6,98178,47.5009,-122.248,2,1.0,1,1.0,1,981
3454800060,0,0,3,6,98168,47.4965,-122.303,4,2.0,1,1.0,1,981
1695900060,0,0,4,7,98144,47.587,-122.294,4,1.0,1,1.5,1,981
7278700070,0,2,3,8,98177,47.7728,-122.386,3,2.5,3,1.0,1,981
6675500070,0,0,3,7,98034,47.7288,-122.226,3,2.0,1,1.0,1,980
3626039187,0,0,3,6,98117,47.6999,-122.364,2,1.0,1,1.0,1,981
3524049083,0,0,5,7,98118,47.5299,-122.266,4,1.75,2,1.5,1,981
3275860240,0,0,3,9,98052,47.6897,-122.098,3,2.25,1,2.0,1,980
4389200955,0,0,3,8,98004,47.6141,-122.212,4,2.75,3,1.5,1,980
4058801670,0,2,3,8,98178,47.5091,-122.244,3,2.25,2,1.0,1,981
8732020310,0,0,3,8,98023,47.3129,-122.39,4,2.25,3,1.0,1,980
2331300505,0,0,5,7,98103,47.6763,-122.352,5,3.5,3,2.0,1,981
7853210060,0,0,3,7,98065,47.5319,-121.85,4,2.5,1,2.0,2,980
3668000070,0,0,4,7,98092,47.2761,-122.152,3,1.75,1,1.0,1,980
9545240070,0,0,3,8,98027,47.5343,-122.054,4,2.25,3,1.0,1,980
1243100136,0,0,3,9,98052,47.697,-122.072,3,3.5,4,1.5,1,980
8929000270,0,0,3,8,98029,47.5517,-121.998,3,2.5,3,2.0,3,980
2767602356,0,0,3,9,98107,47.6734,-122.38,4,3.5,1,3.0,2,981
921049315,0,0,4,7,98003,47.3257,-122.296,3,1.75,1,1.0,1,980
3655000070,0,0,3,7,98003,47.3309,-122.299,4,1.75,4,1.0,1,980
4027700812,0,0,4,8,98028,47.7689,-122.266,4,2.25,4,1.0,1,980
3992700335,0,0,3,6,98125,47.7135,-122.287,2,1.0,1,1.0,1,981
2767603505,0,0,3,8,98107,47.6722,-122.381,3,2.25,1,3.0,3,981
4232901525,0,0,3,7,98119,47.6338,-122.358,2,1.0,1,1.0,1,981
1777500060,0,0,4,8,98006,47.5707,-122.128,5,2.5,4,1.0,1,980
1432900240,0,0,4,7,98058,47.4563,-122.171,3,1.0,3,1.0,1,980
6140100875,0,0,4,7,98133,47.7144,-122.351,3,1.0,2,1.0,1,981
6071600370,0,0,4,8,98006,47.5495,-122.174,4,2.25,3,1.0,1,980
1526069017,0,0,4,9,98077,47.7421,-122.026,4,2.5,1,2.0,1,980
809001525,0,0,3,8,98109,47.6354,-122.353,4,1.0,2,2.0,1,981
3224079105,0,0,3,7,98027,47.5262,-121.943,2,2.5,1,2.0,2,980
8075400570,0,0,4,8,98032,47.3887,-122.286,5,2.0,4,1.0,1,980
1994200024,0,0,3,7,98103,47.6873,-122.336,3,1.0,2,1.0,1,981
3362900810,0,0,3,8,98103,47.6838,-122.353,3,2.0,1,2.0,1,981
1324300398,0,0,3,7,98107,47.655,-122.359,3,1.0,1,1.5,1,981
537000445,0,0,4,7,98003,47.3255,-122.304,3,1.0,1,1.0,1,980
7855801670,0,3,3,12,98006,47.562,-122.162,4,3.25,4,2.0,2,980
7920100045,0,0,3,7,98115,47.679,-122.3,1,1.0,1,1.0,1,981
8960000030,0,0,4,7,98058,47.4479,-122.176,3,1.0,1,1.0,1,980
6388930390,0,0,3,9,98056,47.525,-122.172,5,3.5,4,2.0,2,980
8731900200,0,0,3,8,98023,47.3135,-122.369,4,2.75,4,1.0,1,980
8029200135,0,0,3,7,98022,47.2086,-121.996,3,2.0,1,1.5,1,980
1081200350,0,0,4,8,98059,47.4715,-122.118,4,1.75,1,1.0,1,980
84000105,0,0,3,7,98146,47.4877,-122.335,5,2.25,4,1.0,1,981
3756500060,0,0,3,7,98034,47.7171,-122.193,3,1.75,1,1.0,1,980
7215720160,0,0,3,10,98075,47.6012,-122.023,3,2.5,1,2.0,2,980
3574800520,0,0,3,7,98034,47.7319,-122.224,3,2.75,3,1.0,1,980
2617300160,0,0,4,7,98027,47.4582,-122.023,3,2.0,4,1.0,1,980
2558660270,0,0,3,7,98034,47.7209,-122.168,3,1.75,2,1.0,1,980
2009000370,0,0,5,5,98198,47.408,-122.327,2,1.75,3,1.0,1,981
1836980160,0,0,3,9,98006,47.565,-122.125,4,2.5,1,2.0,2,980
3261020370,0,0,4,8,98034,47.7028,-122.231,3,2.5,4,1.0,1,980
1755700060,0,0,5,7,98133,47.7458,-122.331,3,2.0,1,1.0,1,981
4330600435,0,0,3,7,98166,47.4776,-122.337,3,1.75,1,1.0,1,981
9542800700,0,0,4,7,98023,47.3026,-122.374,3,1.75,2,1.0,1,980
1999700045,0,0,3,7,98133,47.7658,-122.339,3,1.5,1,1.5,1,981
1762600070,0,0,3,10,98033,47.6477,-122.182,4,2.5,4,2.0,1,980
1687900520,0,0,4,8,98006,47.5619,-122.125,4,2.25,1,2.0,1,980
7234600798,0,0,3,8,98122,47.6106,-122.31,3,2.5,2,2.0,2,981
3881900445,0,0,3,7,98144,47.5868,-122.308,5,2.75,3,1.0,1,981
2254502445,0,0,3,6,98122,47.6101,-122.307,3,1.0,1,1.0,1,981
5437810320,0,2,4,7,98022,47.1976,-121.999,3,1.5,3,1.0,1,980
9158100075,0,0,3,7,98177,47.7224,-122.358,2,1.0,2,1.0,1,981
3830630310,0,0,3,7,98030,47.3505,-122.179,3,2.5,1,2.0,1,980
8123100045,0,0,4,7,98126,47.5384,-122.376,4,3.0,3,1.5,1,981
3127200041,0,0,5,7,98034,47.7044,-122.2,4,3.0,1,2.0,1,980
6661200320,0,0,3,7,98038,47.3848,-122.039,2,1.5,1,2.0,2,980
11510310,0,0,3,9,98052,47.6993,-122.102,4,2.75,3,2.0,1,980
825059270,0,2,4,10,98033,47.6627,-122.188,5,3.0,4,1.0,1,980
8731951370,0,0,4,8,98023,47.3099,-122.379,4,1.75,2,1.0,1,980
1954440060,0,0,3,8,98074,47.62,-122.043,3,2.5,1,2.0,1,980
2264500350,0,0,4,6,98103,47.65,-122.34,4,1.0,1,1.5,1,981
1115810060,0,0,3,8,98052,47.6647,-122.153,3,2.25,3,1.0,1,980
9477200200,0,0,3,7,98034,47.726,-122.191,3,1.75,2,1.0,1,980
1432600560,0,0,3,6,98058,47.4616,-122.184,3,1.0,1,1.0,1,980
2287000060,0,0,4,8,98040,47.5505,-122.219,3,2.5,1,1.0,1,980
3663500060,0,0,4,7,98133,47.7606,-122.336,3,2.5,3,1.0,1,981
3996900125,0,0,3,7,98155,47.7481,-122.3,3,1.0,1,1.0,1,981
7796450200,0,0,3,8,98023,47.2779,-122.347,3,2.5,1,2.0,2,980
7549802535,0,0,5,7,98108,47.5511,-122.312,4,2.0,3,1.5,1,981
3278600320,0,0,3,8,98126,47.5488,-122.372,3,2.5,1,2.0,2,981
2824079053,0,0,3,7,98024,47.5385,-121.911,3,2.5,1,2.0,2,980
1222069094,0,0,4,7,98038,47.4058,-121.994,3,1.75,1,1.0,1,980
3542300060,0,0,4,6,98056,47.5093,-122.184,3,1.0,1,1.0,1,980
2222059065,0,0,3,8,98042,47.3777,-122.165,3,2.5,1,2.0,1,980
7551300060,0,0,3,7,98107,47.675,-122.394,3,1.0,1,1.0,1,981
100600550,0,0,4,7,98023,47.3025,-122.37,3,1.5,2,1.0,1,980
3211100860,0,0,4,6,98059,47.4787,-122.158,3,1.0,1,1.0,1,980
3456000310,0,0,4,9,98040,47.5378,-122.219,4,1.75,3,1.0,1,980
9526600140,0,0,3,8,98052,47.7073,-122.114,3,2.5,1,2.0,2,980
7465900060,0,0,3,7,98116,47.5733,-122.381,3,1.0,1,1.0,1,981
1222000055,0,0,3,6,98166,47.4604,-122.339,2,0.75,1,1.0,1,981
6300000550,0,0,3,7,98133,47.7067,-122.343,6,3.0,3,2.0,1,981
2310030510,0,0,3,8,98038,47.354,-122.047,4,2.25,1,2.0,1,980
1025049114,0,0,3,8,98105,47.6647,-122.284,3,2.25,2,2.0,3,981
8677300550,0,0,3,9,98074,47.6143,-122.017,4,2.5,1,1.0,1,980
4014400292,0,0,3,9,98001,47.3185,-122.275,3,2.5,1,2.0,2,980
1102000196,0,0,3,8,98118,47.5458,-122.268,4,2.75,1,2.0,1,981
257000138,0,0,3,6,98168,47.4889,-122.299,2,1.0,1,1.0,1,981
46100204,0,3,3,9,98040,47.5673,-122.21,5,3.0,4,1.0,1,980
1909600046,0,0,3,8,98146,47.5133,-122.379,3,2.5,1,2.0,2,981
1250202145,0,3,3,8,98144,47.5884,-122.291,2,2.25,4,1.0,1,981
7611200125,0,0,4,8,98177,47.7145,-122.367,2,1.5,1,1.0,1,981
5611500140,0,0,3,10,98075,47.5836,-122.026,4,2.5,1,2.0,2,980
7138000260,0,0,3,7,98198,47.398,-122.299,3,2.0,2,1.0,1,981
626059335,0,0,3,8,98011,47.7663,-122.215,4,2.25,1,2.0,1,980
1922059282,0,0,4,8,98030,47.3758,-122.217,3,2.25,2,1.0,1,980
705700390,0,0,3,7,98038,47.3828,-122.023,3,2.25,1,2.0,1,980
7454001200,0,0,5,7,98146,47.5123,-122.373,3,2.25,1,1.0,1,981
8682281200,0,0,3,8,98053,47.7076,-122.013,2,2.0,1,1.0,2,980
7972000200,0,0,4,7,98023,47.2922,-122.371,4,2.25,3,1.0,1,980
722059070,0,0,4,7,98031,47.4075,-122.214,3,1.0,2,1.0,1,980
7202340400,0,0,3,7,98053,47.6794,-122.034,3,2.5,1,2.0,2,980
8096000060,1,4,3,7,98166,47.4497,-122.375,2,1.75,2,2.0,1,981
2424000060,0,0,5,7,98059,47.5218,-122.164,4,2.75,1,1.0,1,980
9264902050,0,0,3,8,98023,47.3103,-122.339,6,2.75,4,1.0,1,980
943100260,0,0,3,6,98024,47.5687,-121.899,2,1.0,1,1.0,1,980
3677400445,0,0,5,7,98108,47.5575,-122.303,3,1.5,3,1.5,1,981
1762600320,0,0,3,10,98033,47.6489,-122.183,5,4.0,1,2.0,1,980
4058000060,0,0,5,7,98010,47.3459,-121.95,3,2.0,3,1.0,1,980
7228500560,0,0,3,7,98122,47.6136,-122.303,4,1.0,2,1.5,1,981
326069104,0,0,3,10,98077,47.7641,-122.023,3,3.5,2,2.0,1,980
5152100060,0,2,4,9,98003,47.3376,-122.324,6,2.5,4,1.0,1,980
3584000310,0,0,4,7,98003,47.3173,-122.319,3,1.75,1,1.0,1,980
8150100045,0,0,3,6,98126,47.5308,-122.376,2,1.0,1,1.0,1,981
1868901275,0,0,2,7,98115,47.6727,-122.299,2,1.0,1,1.5,1,981
6131600075,0,0,4,6,98002,47.3221,-122.216,3,1.0,1,1.0,1,980
9468200125,0,2,4,7,98103,47.6779,-122.353,2,1.0,2,1.0,1,981
8029510030,0,0,3,9,98023,47.3076,-122.395,3,2.5,1,2.0,1,980
2025069065,1,4,3,9,98074,47.6338,-122.072,4,2.5,4,1.0,2,980
7899800890,0,0,3,6,98106,47.5218,-122.357,2,1.5,1,1.0,1,981
3021059276,0,0,4,7,98002,47.2785,-122.213,4,2.0,1,1.0,1,980
3797001895,0,0,4,6,98103,47.6846,-122.345,3,1.75,3,1.0,1,981
3832710960,0,0,4,7,98032,47.3656,-122.278,3,2.0,3,1.0,1,980
1310430400,0,0,3,9,98058,47.4369,-122.111,4,2.5,1,2.0,2,980
1422300030,0,0,3,8,98045,47.4616,-121.711,3,2.25,1,2.0,1,980
1105000588,0,0,3,7,98118,47.5405,-122.27,3,1.0,3,1.0,1,981
3830630060,0,0,3,7,98030,47.3507,-122.178,3,2.5,1,2.0,1,980
5101404898,0,2,5,7,98115,47.6979,-122.32,2,2.0,1,1.5,1,981
7972601890,0,0,4,7,98106,47.5278,-122.345,4,1.75,4,1.0,1,981
5127001620,0,0,4,7,98059,47.4756,-122.147,3,1.75,2,1.0,1,980
9407100800,0,0,3,7,98045,47.4437,-121.772,3,1.0,1,1.0,1,980
1873100060,0,0,3,8,98052,47.7048,-122.109,4,2.5,1,2.0,2,980
8722101360,0,0,3,8,98112,47.6362,-122.302,3,1.0,2,1.5,1,981
8644000060,0,0,4,7,98198,47.4207,-122.29,3,1.75,1,1.0,1,981
3325069129,0,0,3,10,98074,47.6154,-122.047,3,2.25,3,2.0,1,980
1400300055,0,0,3,5,98144,47.5964,-122.299,2,1.0,1,1.0,1,981
2123039032,1,4,5,5,98070,47.4683,-122.438,1,0.75,1,1.0,1,980
8078560140,0,0,4,7,98031,47.4045,-122.171,4,2.5,1,2.0,1,980
3438500192,0,0,3,7,98106,47.5544,-122.358,3,1.0,1,1.0,1,981
7974200510,0,0,3,7,98115,47.6802,-122.29,2,1.0,1,1.0,1,981
2557000400,0,0,3,8,98023,47.2988,-122.371,3,2.5,3,1.0,1,980
7960900060,0,2,3,11,98004,47.6312,-122.223,4,3.25,2,1.5,1,980
4054500390,0,0,4,11,98077,47.7285,-122.042,4,4.75,1,2.0,1,980
6378500125,0,0,4,7,98133,47.7107,-122.352,2,1.0,1,1.0,1,981
1745100140,0,0,4,7,98003,47.3271,-122.323,3,1.0,1,1.0,1,980
2976800796,0,0,3,7,98178,47.5053,-122.255,3,1.0,1,1.0,1,981
4235400186,0,0,3,7,98199,47.6601,-122.4,3,1.75,3,1.0,1,981
4215100060,0,0,3,8,98031,47.4145,-122.166,3,2.5,1,2.0,2,980
9189700045,0,0,5,8,98058,47.4672,-122.165,3,2.0,1,1.0,1,980
1126049053,0,0,3,9,98028,47.7618,-122.261,4,2.75,3,2.0,3,980
2022069200,0,0,3,8,98038,47.3828,-122.071,4,2.5,1,1.0,2,980
9412900055,0,0,3,6,98118,47.5362,-122.268,3,1.75,4,1.0,1,981
1722059235,0,0,4,7,98031,47.3954,-122.206,4,1.75,3,1.0,1,980
6874200960,0,0,3,6,98178,47.5048,-122.272,2,1.0,1,1.0,1,981
7424700045,0,1,5,9,98122,47.6166,-122.287,5,3.0,4,2.0,1,981
7202360350,0,0,3,9,98053,47.6811,-122.025,4,2.5,1,2.0,2,980
5634500392,0,0,4,8,98028,47.7486,-122.23,3,3.0,3,1.0,1,980
1509500060,0,0,3,9,98030,47.3846,-122.169,4,2.5,1,2.0,1,980
7214810350,0,0,3,7,98072,47.7564,-122.144,5,2.25,3,1.0,1,980
6647200060,0,0,3,7,98034,47.7198,-122.193,3,1.75,3,1.0,1,980
9552700140,0,0,3,8,98006,47.5461,-122.151,5,2.25,4,1.0,1,980
2200500350,0,0,4,7,98006,47.5712,-122.143,2,1.0,3,1.0,1,980
6113400046,0,0,4,7,98166,47.4281,-122.343,4,2.5,1,2.0,1,981
6619910140,0,2,4,8,98034,47.7128,-122.223,4,1.75,4,1.0,1,980
1115450240,0,0,3,9,98001,47.3341,-122.255,4,2.5,1,2.0,1,980
6073240060,0,0,3,8,98056,47.5399,-122.181,4,3.0,4,2.0,1,980
9297300045,0,3,5,8,98126,47.5717,-122.375,3,2.0,3,2.0,1,981
9510920070,0,0,3,10,98075,47.5951,-122.017,4,2.5,1,2.0,1,980
5468730030,0,0,3,7,98042,47.3536,-122.144,3,2.0,1,1.0,1,980
8079030390,0,0,3,8,98059,47.5084,-122.154,3,2.5,1,2.0,1,980
600000152,0,0,3,7,98108,47.5586,-122.311,3,1.5,3,1.0,1,981
1840000030,0,2,3,7,98188,47.4427,-122.274,3,1.75,3,1.0,1,981
3225069065,1,4,3,10,98074,47.6053,-122.077,4,5.0,4,1.0,2,980
3260800030,0,0,3,8,98003,47.3494,-122.301,3,2.5,1,2.0,2,980
2747100024,0,0,4,7,98117,47.6933,-122.393,3,2.5,3,1.0,1,981
5104530560,0,0,3,8,98038,47.3537,-122.0,3,2.5,1,2.0,2,980
4330600350,0,0,4,7,98166,47.476,-122.337,3,2.25,4,1.0,1,981
5016001535,0,0,4,8,98112,47.6239,-122.298,3,1.75,3,1.0,1,981
7280300196,0,0,4,8,98177,47.7776,-122.384,4,2.75,2,1.0,1,981
8651520400,0,0,3,8,98074,47.6459,-122.058,4,2.25,1,2.0,1,980
7171200445,0,0,4,6,98105,47.6692,-122.297,2,1.0,1,1.5,1,981
3204800200,0,0,5,8,98056,47.5376,-122.18,4,2.75,4,2.0,1,980
3416600800,0,2,5,8,98144,47.601,-122.294,4,2.5,2,1.5,1,981
7994700030,0,0,3,6,98065,47.529,-121.837,5,1.75,1,1.5,1,980
1860600135,0,4,5,10,98119,47.6345,-122.367,5,2.5,2,2.0,1,981
4139480200,0,3,3,11,98006,47.5503,-122.102,4,3.25,4,1.0,2,980
4139480200,0,3,3,11,98006,47.5503,-122.102,4,3.25,4,1.0,2,980
1328320800,0,0,3,8,98058,47.4441,-122.125,4,2.25,3,1.0,1,980
7771300125,0,0,5,8,98133,47.7357,-122.333,3,2.0,3,1.0,1,981
3422059208,0,0,4,8,98042,47.346,-122.157,3,2.5,1,1.0,1,980
9521101455,0,0,4,7,98103,47.6638,-122.345,2,1.0,2,1.0,1,981
4337000335,0,0,3,6,98166,47.48,-122.336,4,1.0,1,1.0,1,981
325059286,0,0,3,9,98052,47.6759,-122.151,5,2.75,1,2.0,3,980
2597650240,0,0,3,8,98027,47.5162,-122.057,3,2.25,1,2.0,1,980
3353400435,0,0,3,7,98001,47.2639,-122.252,3,2.0,1,1.0,2,980
7972000240,0,0,3,7,98023,47.2929,-122.371,3,1.75,1,1.0,1,980
7520000520,0,0,3,6,98146,47.4957,-122.352,2,1.0,2,1.0,1,981
7520000520,0,0,3,6,98146,47.4957,-122.352,2,1.0,2,1.0,1,981
3530210260,0,0,3,9,98077,47.7721,-122.093,3,2.5,1,2.0,1,980
1959700550,0,0,4,9,98102,47.644,-122.319,4,2.0,1,1.5,1,981
1665400045,0,0,2,7,98166,47.472,-122.344,3,1.0,1,1.0,1,981
9542850320,0,0,4,9,98005,47.592,-122.166,3,2.25,3,1.0,1,980
3179100060,0,0,3,9,98105,47.669,-122.275,4,3.5,3,2.0,1,981
