sqft_above,sqft_lot15,sqft_living15,waterfront,view,condition,grade,bedrooms,bathrooms,sqft_basement_cat,floors,yr_built_cat,zip,price
1110.0,3600.0,1170.0,0,0,3,9,3,2.25,1,2.0,1,0,770000
1550.0,9375.0,2820.0,0,0,3,8,4,2.75,3,1.5,1,0,1450000
1010.0,8579.0,1610.0,0,2,3,8,3,2.25,2,1.0,1,1,445000
940.0,7940.0,1560.0,0,0,3,8,4,2.25,3,1.0,1,0,260000
1380.0,8824.0,2230.0,0,0,5,7,5,3.5,3,2.0,1,1,822500
2370.0,4000.0,2200.0,0,0,3,7,4,2.5,1,2.0,2,0,430000
980.0,4599.0,1450.0,0,0,4,7,3,1.75,1,1.0,1,0,212000
1360.0,3090.0,1500.0,0,0,3,8,4,2.25,3,1.0,1,0,660500
1110.0,5000.0,1420.0,0,0,3,9,3,3.5,4,1.5,1,0,784000
1250.0,8633.0,1680.0,0,0,3,8,3,2.5,3,2.0,3,0,453246
3540.0,9750.0,3160.0,0,0,3,9,4,3.5,1,3.0,2,1,675000
700.0,5100.0,1010.0,0,0,4,7,3,1.75,1,1.0,1,0,199000
1180.0,7669.0,1190.0,0,0,3,7,4,1.75,4,1.0,1,0,220000
2500.0,13675.0,2640.0,0,0,4,8,4,2.25,4,1.0,1,0,452000
1620.0,7875.0,1980.0,0,0,3,6,2,1.0,1,1.0,1,1,382500
1270.0,7198.0,1160.0,0,0,3,8,3,2.25,1,3.0,3,1,519950
1760.0,11180.0,1730.0,0,0,3,7,2,1.0,1,1.0,1,1,665000
1030.0,11680.0,1010.0,0,0,4,8,5,2.5,4,1.0,1,0,527700
1780.0,9660.0,1200.0,0,0,4,7,3,1.0,3,1.0,1,0,205000
3400.0,12601.0,3400.0,0,0,4,7,3,1.0,2,1.0,1,1,420000
1160.0,8152.0,1710.0,0,0,4,8,4,2.25,3,1.0,1,0,500000
1180.0,7500.0,1640.0,0,0,4,9,4,2.5,1,2.0,1,0,921500
700.0,9750.0,1830.0,0,0,3,8,4,1.0,2,2.0,1,1,890000
2680.0,4500.0,2920.0,0,0,3,7,2,2.5,1,2.0,2,0,430000
1610.0,8750.0,2480.0,0,0,4,8,5,2.0,4,1.0,1,0,258000
1370.0,7288.0,1770.0,0,0,3,7,3,1.0,2,1.0,1,1,511000
1560.0,7920.0,1070.0,0,0,3,8,3,2.0,1,2.0,1,1,532170
1670.0,7350.0,1930.0,0,0,3,7,3,1.0,1,1.5,1,1,560000
1340.0,7940.0,1480.0,0,0,4,7,3,1.0,1,1.0,1,0,282950
2590.0,8335.0,2260.0,0,3,3,12,4,3.25,4,2.0,2,0,2250000
820.0,1795.0,1590.0,0,0,3,7,1,1.0,1,1.0,1,1,350000
1320.0,2150.0,1280.0,0,0,4,7,3,1.0,1,1.0,1,0,215000
1220.0,4800.0,1200.0,0,0,3,9,5,3.5,4,2.0,2,0,650000
1320.0,8941.0,1950.0,0,0,3,8,4,2.75,4,1.0,1,0,320000
1060.0,8280.0,1540.0,0,0,3,7,3,2.0,1,1.5,1,0,247000
1670.0,6183.0,1670.0,0,0,4,8,4,1.75,1,1.0,1,0,320000
1680.0,5375.0,1410.0,0,0,3,7,5,2.25,4,1.0,1,1,255000
2440.0,9600.0,2290.0,0,0,3,7,3,1.75,1,1.0,1,0,438000
1050.0,3417.0,1050.0,0,0,3,10,3,2.5,1,2.0,2,0,900000
2140.0,9984.0,2260.0,0,0,3,7,3,2.75,3,1.0,1,0,441000
2090.0,10270.0,2540.0,0,0,4,7,3,2.0,4,1.0,1,0,420000
1100.0,8910.0,2190.0,0,0,3,7,3,1.75,2,1.0,1,0,370000
1900.0,8744.0,2030.0,0,0,5,5,2,1.75,3,1.0,1,1,269950
1330.0,4400.0,1330.0,0,0,3,9,4,2.5,1,2.0,2,0,807100
1430.0,9340.0,2230.0,0,0,4,8,3,2.5,4,1.0,1,0,653000
1220.0,8400.0,1540.0,0,0,5,7,3,2.0,1,1.0,1,1,371500
1190.0,7980.0,1230.0,0,0,3,7,3,1.75,1,1.0,1,1,284000
2140.0,10083.0,2680.0,0,0,4,7,3,1.75,2,1.0,1,0,272000
1420.0,7818.0,1900.0,0,0,3,7,3,1.5,1,1.5,1,1,313000
1060.0,10228.0,1570.0,0,0,3,10,4,2.5,4,2.0,1,0,917500
1690.0,5001.0,2550.0,0,0,4,8,4,2.25,1,2.0,1,0,673000
1130.0,6480.0,1500.0,0,0,3,8,3,2.5,2,2.0,2,1,425000
2150.0,2385.0,1750.0,0,0,3,7,5,2.75,3,1.0,1,1,399950
860.0,9514.0,1300.0,0,0,3,6,3,1.0,1,1.0,1,1,385000
1940.0,10450.0,2030.0,0,2,4,7,3,1.5,3,1.0,1,0,269950
1010.0,5000.0,1680.0,0,0,3,7,2,1.0,2,1.0,1,1,330000
900.0,7500.0,1430.0,0,0,3,7,3,2.5,1,2.0,1,0,260000
910.0,8040.0,1400.0,0,0,4,7,4,3.0,3,1.5,1,1,470000
1630.0,10744.0,2770.0,0,0,5,7,4,3.0,1,2.0,1,0,589000
2440.0,4587.0,2750.0,0,0,3,7,2,1.5,1,2.0,2,0,163500
1010.0,5000.0,1290.0,0,0,3,9,4,2.75,3,2.0,1,0,835000
900.0,14280.0,1250.0,0,2,4,10,5,3.0,4,1.0,1,0,1100000
1600.0,1312.0,1560.0,0,0,4,8,4,1.75,2,1.0,1,0,269000
1550.0,6397.0,1630.0,0,0,3,8,3,2.5,1,2.0,1,0,560000
1060.0,1327.0,1160.0,0,0,4,6,4,1.0,1,1.5,1,1,615000
2240.0,12368.0,2520.0,0,0,3,8,3,2.25,3,1.0,1,0,585188
1720.0,8700.0,2130.0,0,0,3,7,3,1.75,2,1.0,1,0,305000
850.0,14459.0,1100.0,0,0,3,6,3,1.0,1,1.0,1,0,166950
2250.0,5390.0,1320.0,0,0,4,8,3,2.5,1,1.0,1,0,799000
1950.0,5184.0,2580.0,0,0,4,7,3,2.5,3,1.0,1,1,400000
1320.0,12040.0,2120.0,0,0,3,7,3,1.0,1,1.0,1,1,230000
2760.0,8127.0,3070.0,0,0,3,8,3,2.5,1,2.0,2,0,256883
1350.0,10125.0,1900.0,0,0,5,7,4,2.0,3,1.5,1,1,423000
2330.0,10055.0,1910.0,0,0,3,8,3,2.5,1,2.0,2,1,465000
1780.0,9583.0,2080.0,0,0,3,7,3,2.5,1,2.0,2,0,440000
2020.0,8031.0,2020.0,0,0,4,7,3,1.75,1,1.0,1,0,385000
1250.0,7392.0,1280.0,0,0,4,6,3,1.0,1,1.0,1,0,210000
1510.0,6009.0,1640.0,0,0,3,8,3,2.5,1,2.0,1,0,297000
1120.0,9753.0,1510.0,0,0,3,7,3,1.0,1,1.0,1,1,470000
980.0,13068.0,1960.0,0,0,4,7,3,1.5,2,1.0,1,0,226500
1480.0,4729.0,2250.0,0,0,4,6,3,1.0,1,1.0,1,0,274250
1230.0,13193.0,2030.0,0,0,4,9,4,1.75,3,1.0,1,0,840000
2280.0,15347.0,2280.0,0,0,3,8,3,2.5,1,2.0,2,0,677900
1780.0,8236.0,2120.0,0,0,3,7,3,1.0,1,1.0,1,1,425000
1000.0,13702.0,1150.0,0,0,3,6,2,0.75,1,1.0,1,1,180250
1620.0,4800.0,2090.0,0,0,3,7,6,3.0,3,2.0,1,1,464000
1670.0,4740.0,1510.0,0,0,3,8,4,2.25,1,2.0,1,0,320000
2350.0,13988.0,2600.0,0,0,3,8,3,2.25,2,2.0,3,1,625504
1430.0,8640.0,1190.0,0,0,3,9,4,2.5,1,1.0,1,0,592500
830.0,4960.0,830.0,0,0,3,9,3,2.5,1,2.0,2,0,465000
1430.0,3750.0,1450.0,0,0,3,8,4,2.75,1,2.0,1,1,477000
1300.0,8316.0,1260.0,0,0,3,6,2,1.0,1,1.0,1,1,280000
790.0,3060.0,1390.0,0,3,3,9,5,3.0,4,1.0,1,0,1510000
2740.0,10377.0,2570.0,0,0,3,8,3,2.5,1,2.0,2,1,445838
720.0,2566.0,1150.0,0,3,3,8,2,2.25,4,1.0,1,1,1070000
2010.0,7650.0,2010.0,0,0,4,8,2,1.5,1,1.0,1,1,467000
770.0,3000.0,1390.0,0,0,3,10,4,2.5,1,2.0,2,0,686000
1240.0,7209.0,1750.0,0,0,3,7,3,2.0,2,1.0,1,1,279950
3360.0,6567.0,3060.0,0,0,3,8,4,2.25,1,2.0,1,0,527000
800.0,6331.0,1620.0,0,0,4,8,3,2.25,2,1.0,1,0,325000
1730.0,6458.0,1630.0,0,0,3,7,3,2.25,1,2.0,1,0,328000
1420.0,6816.0,1420.0,0,0,5,7,3,2.25,1,1.0,1,1,390000
1180.0,7620.0,1910.0,0,0,3,8,2,2.0,1,1.0,2,0,479950
1200.0,10650.0,1550.0,0,0,4,7,4,2.25,3,1.0,1,0,264950
1230.0,10098.0,1380.0,0,0,4,7,3,1.0,2,1.0,1,0,235000
2460.0,5659.0,2990.0,0,0,3,7,3,2.5,1,2.0,2,0,516500
1460.0,4400.0,1660.0,1,4,3,7,2,1.75,2,2.0,1,1,655000
1270.0,8470.0,1600.0,0,0,5,7,4,2.75,1,1.0,1,0,500000
770.0,2580.0,1330.0,0,0,3,8,6,2.75,4,1.0,1,0,315000
760.0,14267.0,1230.0,0,0,3,6,2,1.0,1,1.0,1,0,213000
1700.0,7475.0,1950.0,0,0,5,7,3,1.5,3,1.5,1,1,475000
1120.0,6350.0,1130.0,0,0,3,10,5,4.0,1,2.0,1,0,1030000
1070.0,4465.0,1320.0,0,0,5,7,3,2.0,3,1.0,1,0,416000
1420.0,8250.0,2070.0,0,0,3,7,4,1.0,2,1.5,1,1,410000
1040.0,7530.0,1440.0,0,0,3,10,3,3.5,2,2.0,1,0,800000
1700.0,8164.0,1350.0,0,2,4,9,6,2.5,4,1.0,1,0,472000
1300.0,7619.0,1320.0,0,0,4,7,3,1.75,1,1.0,1,0,225000
580.0,2225.0,1440.0,0,0,3,6,2,1.0,1,1.0,1,1,210000
2653.0,4927.0,2653.0,0,0,2,7,2,1.0,1,1.5,1,1,455000
2290.0,10530.0,1660.0,0,0,4,6,3,1.0,1,1.0,1,0,225000
2850.0,12136.0,1860.0,0,2,4,7,2,1.0,2,1.0,1,1,480000
1240.0,6000.0,2020.0,0,0,3,9,3,2.5,1,2.0,1,0,363000
1610.0,11088.0,1720.0,1,4,3,9,4,2.5,4,1.0,2,0,2400000
860.0,8775.0,1650.0,0,0,3,6,2,1.5,1,1.0,1,1,181000
2630.0,7556.0,3050.0,0,0,4,7,4,2.0,1,1.0,1,0,250000
1740.0,13300.0,2570.0,0,0,4,6,3,1.75,3,1.0,1,1,481000
2720.0,8100.0,2410.0,0,0,4,7,3,2.0,3,1.0,1,0,260000
1850.0,9750.0,2300.0,0,0,3,9,4,2.5,1,2.0,2,0,455000
1140.0,7320.0,1670.0,0,0,3,8,3,2.25,1,2.0,1,0,415000
1450.0,10300.0,2310.0,0,0,3,7,3,1.0,3,1.0,1,1,349500
1140.0,13527.0,1520.0,0,0,3,7,3,2.5,1,2.0,1,0,245000
1890.0,15256.0,2410.0,0,2,5,7,2,2.0,1,1.5,1,1,592500
1780.0,9600.0,2120.0,0,0,4,7,4,1.75,4,1.0,1,1,385000
2160.0,9937.0,2280.0,0,0,4,7,3,1.75,2,1.0,1,0,315000
2270.0,11004.0,2320.0,0,0,3,7,3,1.0,1,1.0,1,0,255000
1270.0,4166.0,2390.0,0,0,3,8,4,2.5,1,2.0,2,0,693000
3360.0,11374.0,3150.0,0,0,3,8,3,1.0,2,1.5,1,1,780000
1320.0,7316.0,1740.0,0,0,4,7,3,1.75,1,1.0,1,1,237000
2650.0,7220.0,2400.0,0,0,3,10,3,2.25,3,2.0,1,0,525000
1330.0,5592.0,2140.0,0,0,3,5,2,1.0,1,1.0,1,1,425000
1090.0,9052.0,1630.0,1,4,5,5,1,0.75,1,1.0,1,0,369900
2440.0,7903.0,2510.0,0,0,4,7,4,2.5,1,2.0,1,0,290000
970.0,7310.0,2190.0,0,0,3,7,3,1.0,1,1.0,1,1,285000
2040.0,4590.0,2370.0,0,0,3,7,2,1.0,1,1.0,1,1,415000
1120.0,10139.0,1460.0,0,0,3,8,3,2.5,3,1.0,1,0,272500
960.0,4000.0,1740.0,0,2,3,11,4,3.25,2,1.5,1,0,2900000
1400.0,8275.0,1800.0,0,0,4,11,4,4.75,1,2.0,1,0,1370000
2180.0,9781.0,2250.0,0,0,4,7,2,1.0,1,1.0,1,1,436000
1010.0,5000.0,1460.0,0,0,4,7,3,1.0,1,1.0,1,0,210000
2220.0,8330.0,2720.0,0,0,3,7,3,1.0,1,1.0,1,1,236000
1980.0,5750.0,2440.0,0,0,3,7,3,1.75,3,1.0,1,1,331000
3370.0,5400.0,2880.0,0,0,3,8,3,2.5,1,2.0,2,0,365000
1350.0,7350.0,2150.0,0,0,5,8,3,2.0,1,1.0,1,0,450000
1720.0,8162.0,1570.0,0,0,3,9,4,2.75,3,2.0,3,0,770000
1170.0,3864.0,1570.0,0,0,3,8,4,2.5,1,1.0,2,0,455000
800.0,8775.0,1310.0,0,0,3,6,3,1.75,4,1.0,1,1,405000
3150.0,8384.0,1560.0,0,0,4,7,4,1.75,3,1.0,1,0,304900
1450.0,9518.0,1520.0,0,0,3,6,2,1.0,1,1.0,1,1,170000
1510.0,9753.0,1510.0,0,1,5,9,5,3.0,4,2.0,1,1,2050000
960.0,7460.0,1820.0,0,0,3,9,4,2.5,1,2.0,2,0,780000
960.0,7460.0,1820.0,0,0,4,8,3,3.0,3,1.0,1,0,330000
2050.0,5500.0,2320.0,0,0,3,9,4,2.5,1,2.0,1,0,370000
1000.0,7600.0,1150.0,0,0,3,7,5,2.25,3,1.0,1,0,467000
1590.0,10004.0,2500.0,0,0,3,7,3,1.75,3,1.0,1,0,405000
1890.0,6120.0,2370.0,0,0,3,8,5,2.25,4,1.0,1,0,675000
2240.0,7955.0,1590.0,0,0,4,7,2,1.0,3,1.0,1,0,500000
1810.0,10450.0,1910.0,0,0,4,7,4,2.5,1,2.0,1,1,389999
1070.0,5000.0,1710.0,0,2,4,8,4,1.75,4,1.0,1,0,630000
2490.0,9525.0,2770.0,0,0,3,9,4,2.5,1,2.0,1,0,360000
1960.0,5894.0,1800.0,0,0,3,8,4,3.0,4,2.0,1,0,580000
1860.0,11045.0,2580.0,0,3,5,8,3,2.0,3,2.0,1,1,550000
1510.0,3750.0,1820.0,0,0,3,10,4,2.5,1,2.0,1,0,879000
1420.0,8000.0,1740.0,0,0,3,7,3,2.0,1,1.0,1,0,265000
2560.0,14764.0,2560.0,0,0,3,8,3,2.5,1,2.0,1,0,446500
2420.0,8066.0,3470.0,0,0,3,7,3,1.5,3,1.0,1,1,404000
1300.0,8691.0,1580.0,0,2,3,7,3,1.75,3,1.0,1,1,267500
2580.0,5823.0,2380.0,1,4,3,10,4,5.0,4,1.0,2,0,3080000
1000.0,7138.0,1020.0,0,0,3,8,3,2.5,1,2.0,2,0,335000
1000.0,7138.0,1020.0,0,0,4,7,3,2.5,3,1.0,1,1,576000
1390.0,12080.0,1720.0,0,0,3,8,3,2.5,1,2.0,2,0,208633
1250.0,8646.0,2040.0,0,0,4,7,3,2.25,4,1.0,1,1,315000
2270.0,10180.0,2610.0,0,0,4,8,3,1.75,3,1.0,1,1,725000
1300.0,14400.0,1940.0,0,0,4,8,4,2.75,2,1.0,1,1,550000
790.0,3120.0,1930.0,0,0,3,8,4,2.25,1,2.0,1,0,610750
1100.0,5766.0,1600.0,0,0,4,6,2,1.0,1,1.5,1,1,550700
1910.0,5091.0,2010.0,0,0,5,8,4,2.75,4,2.0,1,0,665000
1750.0,10530.0,1750.0,0,2,5,8,4,2.5,2,1.5,1,1,834000
1980.0,5750.0,1520.0,0,0,3,6,5,1.75,1,1.5,1,0,201000
2760.0,11340.0,2470.0,0,4,5,10,5,2.5,2,2.0,1,1,2380000
1820.0,8168.0,1820.0,0,3,3,11,4,3.25,4,1.0,2,0,1380000
1340.0,9363.0,2040.0,0,3,3,11,4,3.25,4,1.0,2,0,1400000
1640.0,8800.0,2920.0,0,0,3,8,4,2.25,3,1.0,1,0,305000
2990.0,17449.0,2140.0,0,0,5,8,3,2.0,3,1.0,1,1,487000
1370.0,7650.0,1810.0,0,0,4,8,3,2.5,1,1.0,1,0,390000
1430.0,7220.0,1430.0,0,0,4,7,2,1.0,2,1.0,1,1,548000
1100.0,6929.0,1810.0,0,0,3,6,4,1.0,1,1.0,1,1,268750
1100.0,6929.0,1810.0,0,0,3,9,5,2.75,1,2.0,3,0,819900
3450.0,9721.0,2860.0,0,0,3,8,3,2.25,1,2.0,1,0,520000
1450.0,7625.0,1650.0,0,0,3,7,3,2.0,1,1.0,2,0,230000
3230.0,7447.0,3480.0,0,0,3,7,3,1.75,1,1.0,1,0,240000
1110.0,12600.0,1770.0,0,0,3,6,2,1.0,2,1.0,1,1,232000
1060.0,7500.0,1680.0,0,0,3,6,2,1.0,2,1.0,1,1,240500
2020.0,3120.0,1910.0,0,0,3,9,3,2.5,1,2.0,1,0,274975
1300.0,2577.0,1590.0,0,0,4,9,4,2.0,1,1.5,1,1,740000
3030.0,14142.0,3360.0,0,0,2,7,3,1.0,1,1.0,1,1,186375
2130.0,6930.0,2300.0,0,0,4,9,3,2.25,3,1.0,1,0,790000
