sqft_above,sqft_lot15,sqft_living15,waterfront,view,condition,grade,bedrooms,bathrooms,sqft_basement_cat,floors,yr_built_cat,zip,price,bathrooms_cat
-0.6947029435024914,-0.4848281940835855,-1.8422264699604582,0,0,4,7,2,1.0,1,1.0,1,0,189000,0
-0.591668918458621,0.24415276207279366,-1.1962193454423489,0,0,4,7,3,1.0,1,1.0,1,0,230000,0
-1.5744112141426967,-0.5167811550471685,-0.8989885383856278,0,0,4,7,4,1.75,3,1.0,1,1,385000,0
0.8608828010994767,1.1979165249348502,2.230014991504179,0,4,3,9,3,2.75,3,1.0,1,0,2000000,1
0.804298396760156,-0.05447186313285375,0.5629267648613684,0,0,3,8,5,2.5,1,2.0,2,0,285000,1
-0.9895753246665328,0.17662829761806698,-1.3580103341223788,0,0,3,7,2,1.5,1,1.0,1,0,252700,0
0.9688109965412559,-0.08093573602735318,0.5097639559356052,0,0,4,8,3,2.25,1,2.0,1,0,329000,1
0.16642976742479088,-0.5969368522444687,-1.9430630428398994,0,0,5,6,3,2.0,1,1.5,1,0,233000,1
0.2201394279593776,-0.9987831986371787,-0.16732483067006138,0,0,3,8,3,1.75,3,2.0,1,1,937000,0
-0.31087231137158616,-0.8832949652329586,0.0036320270359517302,0,0,5,8,3,1.0,1,1.5,1,1,667000,0
-1.8100735042400014,-0.20863274377622984,-0.6315834586845389,0,0,3,7,3,1.75,3,1.0,1,1,438000,0
1.070371130736576,-0.25447160389015067,1.0268352569845811,0,0,3,8,4,2.5,1,2.0,2,0,719000,1
0.8515784421505841,-0.8385692314869402,0.972262095324555,0,0,3,8,3,2.5,1,2.0,2,0,580500,1
-0.7159493944978412,-2.1469501608093724,-0.922539441574803,0,0,3,7,2,1.5,1,3.0,2,1,280000,0
-0.12767675413029472,-0.5111606344096569,-0.7619024807711599,0,0,4,7,4,1.75,3,1.5,1,1,687500,0
-0.9413991985658716,-0.4889464339923013,-0.5277315469010933,0,0,4,8,3,1.0,1,1.5,1,1,535000,0
-0.5322714281030133,0.2256722654312736,0.25487712457762063,0,0,3,7,4,2.75,3,1.0,1,0,322500,1
-0.12767675413029472,-1.1358748090066138,-0.48732504549423805,0,0,3,8,3,2.5,3,1.5,1,1,696000,1
-1.361410234381294,0.5587516128289572,0.45539718868363827,0,0,1,5,4,1.0,3,1.0,1,0,550000,0
0.8885012529941189,-0.5984461256015652,-0.22095752504022706,0,0,4,8,4,2.0,1,2.0,1,1,640000,1
-1.4805845292390605,0.08461592940935346,-1.170162234071871,0,0,2,7,4,1.0,2,1.0,1,0,240000,0
1.110965741333016,0.6008336583815913,1.0160233950851612,0,0,3,8,4,2.5,1,2.0,2,0,605000,1
1.070371130736576,-0.33738242655779727,0.8474771792820276,0,0,3,9,4,2.5,1,2.0,2,0,625000,1
1.0948441993243705,1.6105457497430415,0.7764912134917118,0,0,3,8,4,2.25,4,1.0,1,1,775000,1
1.7512362126661944,-0.34463505924289894,1.904085588610154,0,0,3,9,5,2.75,1,2.0,3,0,861990,1
-0.034592970709678136,-1.4675922897552685,-0.5074495707849237,0,0,3,7,3,1.0,1,2.0,1,1,685000,0
-1.3905997591714598,0.23821810559064063,-1.0435063032773886,0,0,4,6,3,1.0,2,1.0,1,0,309000,0
1.4961002588575667,0.29661863808560746,1.4400062999150232,0,0,3,8,3,2.5,1,2.0,2,0,488000,1
-1.1940825763081744,0.24274283142140893,-1.3358784127719345,0,0,3,6,3,1.0,1,1.0,1,0,210490,0
0.8233640405299818,0.7640941268528402,1.0801452875319528,0,0,4,9,4,2.5,1,2.0,1,0,785000,1
-0.591668918458621,-0.48345869273963143,-2.1560321233975004,0,0,4,7,3,1.75,1,1.0,1,1,450000,0
0.7006655143827023,2.3745434513023,1.0801452875319528,1,2,5,9,3,2.5,3,1.0,1,0,1350000,1
-0.7159493944978412,0.31414302037701514,-1.4426246125921671,0,0,3,7,3,1.0,1,1.0,1,1,228000,0
0.06858021734171328,0.28327600986079565,0.209676378243457,0,0,4,8,5,2.5,4,1.0,1,0,345000,1
-1.1674176880830298,-0.8022127633925441,-0.8756438501354391,0,0,4,7,3,1.75,2,1.0,1,1,600000,0
-1.1940825763081744,-0.10551100366797372,-0.7177412163194167,0,0,3,7,2,1.75,3,1.0,1,1,585000,0
0.6647268917392563,-0.26030784234531884,1.132244175679193,0,0,3,8,5,2.25,3,1.5,1,1,920000,1
1.2715323509730732,-0.5111606344096569,0.14808606524638604,0,0,3,9,4,2.5,1,2.0,2,1,885000,1
0.785023177091518,-0.6604545336097447,0.5760349690288352,0,0,3,7,4,2.5,1,2.0,2,0,292500,1
0.9424535293777687,-0.5834397606400796,1.090660347977134,0,0,3,8,3,2.5,1,2.0,2,0,301000,1
1.5523320396901004,0.5141366405671032,1.357617435388448,0,4,4,8,5,3.25,1,2.0,1,0,951000,2
0.34800365036721953,0.1998225729412979,0.6020374192969623,0,0,3,8,4,3.0,1,2.0,1,0,430000,1
-0.004541253254476591,1.1203423871189266,0.9611910833400834,0,3,4,8,3,2.25,3,1.0,1,1,650000,1
-0.5716750409599278,0.2299663302923077,-1.170162234071871,0,0,3,7,3,1.75,1,1.0,1,1,289000,0
1.0279423344791463,0.3318898090814701,0.8821784071685138,0,0,5,8,3,1.75,1,2.0,1,1,505000,0
-0.08057245921342439,-1.2201474629463116,-0.5074495707849237,0,0,3,8,3,1.75,1,3.0,3,1,549000,0
-0.8943070888966,-0.8022127633925441,-0.806814960121688,0,0,3,7,3,2.25,3,1.0,1,1,425000,1
0.24642629089679702,-0.8312105022111053,-0.806814960121688,0,0,5,7,3,2.75,4,1.5,1,1,317625,1
1.1893440450050885,0.5146759666275239,1.152755671903574,0,0,3,10,4,2.5,1,2.0,1,0,975000,1
0.7753056695475915,-0.6424488557178584,0.5378214771970918,0,0,3,7,4,2.5,1,2.0,2,0,287000,1
-1.1674176880830298,0.6723123197000791,-2.012317791515515,0,0,4,7,3,1.0,1,1.0,1,0,204000,0
0.010309293787277839,1.1886650340391314,1.7261932165696623,0,0,3,8,5,2.25,4,1.0,1,0,1330000,1
1.437845058982978,1.836833608963012,1.8339313793694962,0,0,4,11,5,3.25,4,1.0,1,0,1040000,2
-0.5716750409599278,-0.5849318138412991,-0.3889886894343864,0,0,4,7,3,2.0,1,1.0,1,0,325000,1
0.785023177091518,0.085763706235071,-0.652858984069102,0,0,5,7,4,2.0,3,1.5,1,1,571000,1
0.9066726719489407,-0.5111606344096569,0.7884724226864632,0,0,3,8,4,2.5,1,2.0,2,0,360000,1
-0.9413991985658716,2.0708270070983303,0.13244508924601692,0,0,5,7,3,1.75,3,1.0,1,0,349000,0
0.9156874751768334,1.738668632907869,1.6045032662873213,0,0,4,10,4,4.0,4,2.0,1,0,832500,2
-1.5114187608849425,0.03422514117655268,-0.3129406112141496,0,0,3,7,4,1.75,3,1.0,1,0,380000,0
-1.0639732434237938,-0.4944602693940044,-2.4666573743061533,0,0,3,7,3,1.0,1,1.0,1,1,480000,0
-1.4201853824370734,-0.3316135372783417,-1.620012672746213,0,0,4,7,3,1.0,3,1.0,1,1,410000,0
1.6706530122496153,1.8562828790043866,1.6944006167387093,0,0,3,10,4,2.5,1,2.0,2,0,720000,1
0.8793437378755686,-0.4136207188934473,0.7032945545046652,0,0,3,8,3,2.5,1,2.0,2,0,390000,1
0.4087617290215233,-0.1726922057134164,0.020103293392465218,0,0,3,7,4,2.5,1,2.0,1,0,360000,1
-1.1410814388338026,-0.1090392484718757,-0.2390901294756015,0,0,3,7,2,1.0,4,1.0,1,1,355000,0
0.12511410069572268,0.2366581541663365,-0.012948653989863229,0,0,3,8,3,1.5,1,1.0,1,0,356000,0
-1.2761251276309749,-0.018113141230573337,-0.5277315469010933,0,0,3,6,3,1.0,1,1.0,1,1,315000,0
0.4087617290215233,-0.5686225248425093,0.25487712457762063,0,0,3,9,3,1.5,2,2.0,1,1,940000,0
1.1427554253078538,0.14286436896935703,-0.48732504549423805,0,0,5,7,5,2.25,1,1.5,1,0,305000,1
0.5019606692616834,0.007933934134636052,0.06887350403590807,0,0,3,9,3,3.25,3,2.0,2,0,461000,2
0.025045140433698328,-1.9030034298573852,0.14808606524638604,0,0,4,7,2,2.25,1,2.0,1,0,215000,1
-1.9005948969001745,-2.98889723909896,-1.9430630428398994,0,0,3,7,2,1.75,2,2.0,2,1,335000,0
0.5019606692616834,0.035943723305294835,0.1944226403292743,0,0,3,7,4,2.5,1,2.0,1,0,243500,1
1.7100695033343394,-0.2054142762229494,0.9050288807731202,0,0,4,10,5,2.75,1,2.0,2,1,1100000,1
-0.6947029435024914,0.45363433793962915,-1.018872867716344,0,0,3,7,3,1.0,1,1.0,1,0,153000,0
-0.5128549050075768,-0.6604545336097447,-0.5277315469010933,0,0,3,8,3,1.5,2,1.0,1,1,430000,0
-0.5128549050075768,-0.6604545336097447,-0.5277315469010933,0,0,3,8,3,1.5,2,1.0,1,1,700000,0
0.9156874751768334,-0.250225815062605,0.14808606524638604,0,0,3,7,4,2.5,3,1.0,1,0,905000,1
0.47910457980693644,0.9125950086697027,-0.18507650362227032,0,0,3,7,3,1.75,1,1.0,1,0,247500,0
-0.7810414996884925,-0.17373280619557707,-1.5299065996308068,0,0,4,7,4,1.5,1,1.0,1,0,199000,0
-0.6736749670340685,2.8474147483001193,-0.3697641681305274,0,0,5,7,3,1.75,3,1.0,1,0,314000,0
0.8515784421505841,1.73987618652795,0.9388890426493904,0,2,3,9,3,2.5,1,2.0,1,0,437500,1
-0.5518770232230747,-0.6604545336097447,0.5097639559356052,0,0,5,9,3,2.5,3,1.5,1,1,850830,1
-0.2422520721108053,-1.039361287402699,-0.44753958972205393,0,0,4,7,3,2.0,3,1.5,1,1,555000,1
0.7258974773343164,2.0216913809157244,0.9611910833400834,0,0,4,8,3,2.25,1,2.0,1,0,699950,1
1.3358827690737813,0.1347596941517807,0.7279467571524472,0,0,3,8,3,2.5,1,2.0,1,0,1090000,1
-0.6736749670340685,0.8610029900549738,-0.3889886894343864,0,0,3,7,3,1.0,1,1.0,1,0,290000,0
-0.2088226568623645,0.14239848408651473,0.5760349690288352,0,0,4,8,3,2.5,3,1.0,1,0,375000,1
-0.7591143663888358,-0.8293777447377019,-1.3030112285888273,0,0,4,7,3,1.0,3,1.5,1,1,460000,0
-0.6118621823662859,-0.5207317268010468,-1.2225282985276598,0,0,4,8,2,1.75,1,1.0,1,1,188500,0
1.4833340922574814,1.7381582153639121,1.3854193612016865,0,0,4,10,4,2.5,1,2.0,1,0,680000,1
0.5578692965073547,0.3231854386442187,0.8821784071685138,0,0,4,7,5,1.75,1,2.0,1,0,470000,0
0.8422241870331861,0.34933306276578613,0.13244508924601692,0,0,3,8,4,2.5,1,2.0,1,0,597750,1
-2.1542056338780564,-1.014431009503343,-0.9462998835645859,0,0,5,6,3,1.75,3,1.0,1,1,570000,0
-0.7810414996884925,0.5780494711241524,-0.5895448742294032,0,0,4,7,3,1.75,2,1.0,1,0,272500,0
-0.965348954901391,-0.3788564396750682,0.35720522301900115,0,2,3,7,3,1.75,4,1.0,1,1,329950,0
1.028784487912857,0.1961400448141715,1.0375966041719191,0,3,3,9,4,2.5,3,2.0,2,0,480000,1
1.2346745497329987,-0.18419299392522456,-0.04644357875007781,0,0,3,8,3,3.5,4,2.0,1,1,740500,2
-0.004541253254476591,-1.1826529390760656,-0.4278743898832132,0,0,3,8,3,3.5,1,3.0,2,1,518500,2
-1.5114187608849425,-0.09732241365497656,-1.4426246125921671,0,0,4,6,2,1.0,1,1.0,1,1,205425,0
-0.034592970709678136,0.26507415076343094,0.036466446130507285,0,0,3,6,4,2.0,1,1.0,1,1,171800,1
0.025045140433698328,-0.8166251523558772,-0.44753958972205393,0,0,4,7,4,1.0,1,1.5,1,1,535000,0
-0.04979748659480122,0.4936417659843631,0.6908713524243442,0,2,3,8,3,2.5,3,1.0,1,1,660000,1
-0.2254658661218926,0.2793345298224405,-0.5074495707849237,0,0,3,7,3,2.0,1,1.0,1,0,391500,1
-1.8821998350599705,-0.26030784234531884,-0.257353018159817,0,0,3,6,2,1.0,1,1.0,1,1,395000,0
0.1800022486304631,-0.6927172913760963,-0.012948653989863229,0,0,5,7,4,1.75,2,1.5,1,1,445000,0
1.3288550599312658,0.7893355057471221,1.1011273733003146,0,0,3,9,3,2.25,1,2.0,1,0,770000,1
0.5019606692616834,0.538750952543405,1.4489755174026793,0,0,3,8,4,2.75,3,1.5,1,0,1450000,1
0.03966787636998534,0.22452417430974853,1.0589694530206344,0,2,3,8,3,2.25,2,1.0,1,1,445000,1
-0.38196872964280726,0.17873099335752865,0.35720522301900115,0,0,3,8,4,2.25,3,1.0,1,0,260000,1
0.1800022486304631,-0.5224289390511867,-0.27574789689672824,0,0,5,7,5,3.5,3,2.0,1,1,822500,2
0.6013800574263218,-0.9273304371595601,0.1790737326144043,0,0,3,7,4,2.5,1,2.0,2,0,430000,1
-1.0140841305564974,0.06474454966589031,-0.85250212877097,0,0,4,7,3,1.75,1,1.0,1,0,212000,0
-0.2422520721108053,0.3691045284938483,0.3138750236630365,0,0,3,8,4,2.25,3,1.0,1,0,660500,1
0.9775079573196804,2.5326811235393283,0.8591016706284625,0,0,3,9,3,3.5,4,1.5,1,0,784000,2
-0.3284080479821127,-2.2430313650684486,-0.29427650402078115,0,0,3,8,3,2.5,3,2.0,3,0,453246,1
0.6750694226076953,-1.7017520613116535,-0.5895448742294032,0,0,3,9,4,3.5,1,3.0,2,1,675000,2
-0.45570750160036405,1.1407174769655506,-0.5687768820212696,0,0,4,7,3,1.75,1,1.0,1,0,199000,0
-1.1410814388338026,0.13897567785846357,-0.18507650362227032,0,0,3,7,4,1.75,4,1.0,1,0,220000,0
-0.4184968106405593,0.4462686429685903,-0.5687768820212696,0,0,4,8,4,2.25,4,1.0,1,0,452000,1
-0.7159493944978412,-0.32635107271556807,-1.8422264699604582,0,0,3,6,2,1.0,1,1.0,1,1,382500,0
-0.7591143663888358,-2.6713369261739732,-1.018872867716344,0,0,3,8,3,2.25,1,3.0,3,1,519950,1
-0.8943070888966,-0.9874872246643221,-1.5005068052386465,0,0,3,7,2,1.0,1,1.0,1,1,665000,0
-0.06512339565918678,0.31558993511288824,1.2231245307017458,0,0,4,8,5,2.5,4,1.0,1,0,527700,1
-1.1410814388338026,0.20524894705202198,-0.44753958972205393,0,0,4,7,3,1.0,3,1.0,1,0,205000,0
-1.3326073350921843,0.10733873231007933,-0.5481732197736503,0,0,4,7,3,1.0,2,1.0,1,1,420000,0
-0.34610097790637423,0.2404829400831975,0.5497462918356396,0,0,4,8,4,2.25,3,1.0,1,0,500000,1
1.791350669192198,2.5281932067546036,1.242835569004564,0,0,4,9,4,2.5,1,2.0,1,0,921500,1
0.8976107467620115,-0.8312105022111053,0.5097639559356052,0,0,3,8,4,1.0,2,2.0,1,1,890000,0
0.9424535293777687,3.0958580367336785,0.13244508924601692,0,0,3,7,2,2.5,1,2.0,2,0,430000,1
-0.8482557379644793,1.0680080204305644,-0.9944630725257168,0,0,4,8,5,2.0,4,1.0,1,0,258000,1
-1.221083583333486,-0.6293542737780218,-0.784263375945418,0,0,3,7,3,1.0,2,1.0,1,1,511000,0
-0.38196872964280726,-1.2201474629463116,-0.6743087085691559,0,0,3,8,3,2.0,1,2.0,1,1,532170,1
-0.8943070888966,-0.5111606344096569,-0.85250212877097,0,0,3,7,3,1.0,1,1.5,1,1,560000,0
-0.591668918458621,0.21311811124532437,-0.3129406112141496,0,0,4,7,3,1.0,1,1.0,1,0,282950,0
1.7211529933135563,0.3637275987237811,1.5367282464920855,0,3,3,12,4,3.25,4,2.0,2,0,2250000,2
-2.1542056338780564,-0.48345869273963143,-2.012317791515515,0,0,3,7,1,1.0,1,1.0,1,1,350000,0
-0.737418453090828,0.06290430557653004,-1.4426246125921671,0,0,4,7,3,1.0,1,1.0,1,0,215000,0
1.0118621565642894,0.7632604843899929,1.0375966041719191,0,0,3,9,5,3.5,4,2.0,2,0,650000,2
0.03966787636998534,0.09684940578958832,0.1944226403292743,0,0,3,8,4,2.75,4,1.0,1,0,320000,1
-0.5518770232230747,-0.01901640655756677,-1.5299065996308068,0,0,3,7,3,2.0,1,1.5,1,0,247000,1
0.23332918419122953,0.5287024139654309,-0.22095752504022706,0,0,4,8,4,1.75,1,1.0,1,0,320000,0
-1.08936611988377,0.5804729942979807,-2.012317791515515,0,0,3,7,5,2.25,4,1.0,1,1,255000,1
0.2594319165429986,0.35238048714434994,-1.4141307984931184,0,0,3,7,3,1.75,1,1.0,1,0,438000,0
1.6418856459810132,0.6691880334045963,1.7340692162572444,0,0,3,10,3,2.5,1,2.0,2,0,900000,1
-0.7810414996884925,0.1408440429625741,-0.257353018159817,0,0,3,7,3,2.75,3,1.0,1,0,441000,1
-1.1410814388338026,1.7797287268064514,0.38566871094571276,0,0,4,7,3,2.0,4,1.0,1,0,420000,1
-0.737418453090828,0.03422514117655268,-0.3889886894343864,0,0,3,7,3,1.75,2,1.0,1,0,370000,0
-2.1542056338780564,0.3637275987237811,-0.04644357875007781,0,0,5,5,2,1.75,3,1.0,1,1,269950,0
1.158428640492875,-0.6604545336097447,1.3200035428990822,0,0,3,9,4,2.5,1,2.0,2,0,807100,1
0.025045140433698328,0.2299663302923077,0.8591016706284625,0,0,4,8,3,2.5,4,1.0,1,0,653000,1
-0.3639536639145716,-0.0028722431363856294,-0.14969692855778086,0,0,5,7,3,2.0,1,1.0,1,1,371500,1
-0.04979748659480122,0.10412230037315012,-1.8093923462011012,0,0,3,7,3,1.75,1,1.0,1,1,284000,0
0.11113836295526497,0.008110183241390024,0.11670450996200805,0,0,4,7,3,1.75,2,1.0,1,0,272000,0
-0.4184968106405593,0.10733873231007933,-0.7177412163194167,0,0,3,7,3,1.5,1,1.5,1,1,313000,0
1.070371130736576,1.744287957672222,1.9860388806809925,0,0,3,10,4,2.5,4,2.0,1,0,917500,1
1.086725612401413,0.168932553660463,0.5890716190121859,0,0,4,8,4,2.25,1,2.0,1,0,673000,1
-1.7060251313779555,-2.108888742519347,-0.48732504549423805,0,0,3,8,3,2.5,2,2.0,2,1,425000,1
-0.45570750160036405,-1.802589159795248,-1.1962193454423489,0,0,3,7,5,2.75,3,1.0,1,1,399950,1
-0.6528614420849115,-0.5686225248425093,-1.4141307984931184,0,0,3,6,3,1.0,1,1.0,1,1,385000,0
-0.45570750160036405,0.2568955576691716,0.14808606524638604,0,2,4,7,3,1.5,3,1.0,1,0,269950,0
-1.0140841305564974,0.1605693723591128,-0.5895448742294032,0,0,3,7,2,1.0,2,1.0,1,1,330000,0
0.11113836295526497,-0.2198627535906438,-0.33174202434943295,0,0,3,7,3,2.5,1,2.0,1,0,260000,1
0.12511410069572268,-0.41053312681753035,-0.8756438501354391,0,0,4,7,4,3.0,3,1.5,1,1,470000,1
0.9600698768671461,0.34474473559428553,0.6277592389016474,0,0,5,7,4,3.0,1,2.0,1,0,589000,1
-1.0388813742000824,-1.0661273353888572,-1.8754441222781804,0,0,3,7,2,1.5,1,2.0,2,0,163500,0
0.6750694226076953,0.39264891316672473,0.5890716190121859,0,0,3,9,4,2.75,3,2.0,1,0,835000,1
0.6227460834126796,0.4269073883130811,0.9276570787190286,0,2,4,10,5,3.0,4,1.0,1,0,1100000,1
-0.9177204049814467,0.2525722252963884,0.4962870500822158,0,0,4,8,4,1.75,2,1.0,1,0,269000,0
0.4087617290215233,0.22910893793085085,0.26976065047151365,0,0,3,8,3,2.5,1,2.0,1,0,560000,1
-0.4370153950361431,-0.6927172913760963,-1.0683671189691053,0,0,4,6,4,1.0,1,1.5,1,1,615000,0
-0.2591835086553413,0.31097899386591443,0.5497462918356396,0,0,3,8,3,2.25,3,1.0,1,0,585188,1
-0.6528614420849115,0.17873099335752865,-0.5895448742294032,0,0,3,7,3,1.75,2,1.0,1,0,305000,0
-0.7159493944978412,0.11374240665084415,-1.3303731571728887,0,0,3,6,3,1.0,1,1.0,1,0,166950,0
0.6750694226076953,0.4046399782067504,1.0801452875319528,0,0,4,8,3,2.5,1,1.0,1,0,799000,1
-0.27626246040096847,0.08756485234536475,0.06887350403590807,0,0,4,7,3,2.5,3,1.0,1,1,400000,1
-1.0140841305564974,0.4219489282196438,-0.5277315469010933,0,0,3,7,3,1.0,1,1.0,1,1,230000,0
0.13898701303170574,-0.5108803197256937,0.9388890426493904,0,0,3,8,3,2.5,1,2.0,2,0,256883,1
-0.8482557379644793,-0.15719966763097193,-0.6743087085691559,0,0,5,7,4,2.0,3,1.5,1,1,423000,1
0.6853521610580254,-1.6315765888145237,-0.18507650362227032,0,0,3,8,3,2.5,1,2.0,2,1,465000,1
0.4206754305484384,2.3132534124109507,0.6783825915813283,0,0,3,7,3,2.5,1,2.0,2,0,440000,1
-0.40014886149857715,2.0783153208744376,-0.5481732197736503,0,0,4,7,3,1.75,1,1.0,1,0,385000,0
-1.5744112141426967,0.3336992905500776,-1.1443526307358203,0,0,4,6,3,1.0,1,1.0,1,0,210000,0
0.4559572775457484,0.44788453157465885,0.26976065047151365,0,0,3,8,3,2.5,1,2.0,1,0,297000,1
-1.1410814388338026,-0.5111606344096569,-0.3129406112141496,0,0,3,7,3,1.0,1,1.0,1,1,470000,0
-1.4501769165245084,0.03422514117655268,-0.8295601997993299,0,0,4,7,3,1.5,2,1.0,1,0,226500,0
-1.4201853824370734,0.12327574666834704,-0.8989885383856278,0,0,4,6,3,1.0,1,1.0,1,0,274250,0
0.05417905961503171,0.4812276733669315,1.1730842518696476,0,0,4,9,4,1.75,3,1.0,1,0,840000,0
0.9600698768671461,-0.6330808341589247,1.152755671903574,0,0,3,8,3,2.5,1,2.0,2,0,677900,1
-1.1410814388338026,-0.5111606344096569,-1.170162234071871,0,0,3,7,3,1.0,1,1.0,1,1,425000,0
-1.4501769165245084,0.8124152930876455,-1.275919622014436,0,0,3,6,2,0.75,1,1.0,1,1,180250,0
0.010309293787277839,-2.668524629500357,-0.5481732197736503,0,0,3,7,6,3.0,3,2.0,1,1,464000,1
-0.06512339565918678,-0.17435763679959143,-0.4083580998761457,0,0,3,8,4,2.25,1,2.0,1,0,320000,1
-1.0140841305564974,-2.647595623700069,-1.5299065996308068,0,0,3,8,3,2.25,2,2.0,3,1,625504,1
0.7753056695475915,0.6475004702844135,0.9050288807731202,0,0,3,9,4,2.5,1,1.0,1,0,592500,1
1.184742826058238,1.0908314194085131,0.983280382145179,0,0,3,9,3,2.5,1,2.0,2,0,465000,1
0.1800022486304631,0.22279965353325126,0.4138018589747999,0,0,3,8,4,2.75,1,2.0,1,1,477000,1
-1.6065925469598112,0.8264791926258988,-1.71311284139516,0,0,3,6,2,1.0,1,1.0,1,1,280000,0
0.37254858981177325,1.2292451131771427,2.052110141640945,0,3,3,9,5,3.0,4,1.0,1,0,1510000,1
0.785023177091518,-0.40668529621535865,-1.0934591457895304,0,0,3,8,3,2.5,1,2.0,2,1,445838,1
0.4675677480628927,-0.46069009844611636,0.972262095324555,0,3,3,8,2,2.25,4,1.0,1,1,1070000,1
-0.45570750160036405,0.6161214670683268,0.3997761424920609,0,0,4,8,2,1.5,1,1.0,1,1,467000,0
1.2197003787749805,0.1369478666416141,1.457908704266987,0,0,3,10,4,2.5,1,2.0,2,0,686000,1
-0.40014886149857715,0.4096843105038621,0.06887350403590807,0,0,3,7,3,2.0,2,1.0,1,1,279950,1
0.8608828010994767,0.40126300256890324,0.0849199018639865,0,0,3,8,4,2.25,1,2.0,1,0,527000,1
0.2594319165429986,0.34257081252705973,0.3428473931198151,0,0,4,8,3,2.25,2,1.0,1,0,325000,1
0.5468251940163538,0.12185122075534133,0.25487712457762063,0,0,3,7,3,2.25,1,2.0,1,0,328000,1
-0.591668918458621,0.01548666249798331,-1.1962193454423489,0,0,5,7,3,2.25,1,1.0,1,1,390000,1
-0.12767675413029472,-0.25828416319664266,-0.3889886894343864,0,0,3,8,2,2.0,1,1.0,2,0,479950,1
-0.8711539242064827,0.364103659875112,-0.652858984069102,0,0,4,7,4,2.25,3,1.0,1,0,264950,1
-1.221083583333486,0.711236361624735,0.1636285739338067,0,0,4,7,3,1.0,2,1.0,1,0,235000,0
-0.1759565385603491,-0.5897191440473019,0.5760349690288352,0,0,3,7,3,2.5,1,2.0,2,0,516500,1
-0.632258451906445,0.722184740936581,0.26976065047151365,1,4,3,7,2,1.75,2,2.0,1,1,655000,0
0.8138571580010914,0.8932752041409241,0.6149330643694393,0,0,5,7,4,2.75,1,1.0,1,0,500000,1
0.2594319165429986,0.15383048375574238,0.3997761424920609,0,0,3,8,6,2.75,4,1.0,1,0,315000,1
-1.1674176880830298,0.7655096357141126,-1.5596200693828028,0,0,3,6,2,1.0,1,1.0,1,0,213000,0
0.03966787636998534,-0.5686225248425093,0.35720522301900115,0,0,5,7,3,1.5,3,1.5,1,1,475000,0
1.8381658253015065,1.7407069709212977,1.7575270672374392,0,0,3,10,5,4.0,1,2.0,1,0,1030000,2
0.06858021734171328,2.454334107747934,0.32840430056969777,0,0,5,7,3,2.0,3,1.0,1,0,416000,1
0.11113836295526497,-0.5864257626082764,-0.652858984069102,0,0,3,7,4,1.0,2,1.5,1,1,410000,0
1.7156209894940508,2.9147127412222718,1.3200035428990822,0,0,3,10,3,3.5,2,2.0,1,0,800000,2
0.8793437378755686,0.7890109325052076,0.994246396947842,0,2,4,9,6,2.5,4,1.0,1,0,472000,1
-0.2591835086553413,0.21413384439249372,-1.4426246125921671,0,0,4,7,3,1.75,1,1.0,1,0,225000,0
-1.672386559233769,-0.5224289390511867,-2.7231047488165228,0,0,3,6,2,1.0,1,1.0,1,1,210000,0
