id,waterfront,view,condition,grade,bedrooms,bathrooms,sqft_basement_cat,floors,yr_built_cat,zip
7215720160,0,0,3,10,3,2.5,1,2.0,2,980
3574800520,0,0,3,7,3,2.75,3,1.0,1,980
2617300160,0,0,4,7,3,2.0,4,1.0,1,980
2558660270,0,0,3,7,3,1.75,2,1.0,1,980
2009000370,0,0,5,5,2,1.75,3,1.0,1,981
1836980160,0,0,3,9,4,2.5,1,2.0,2,980
3261020370,0,0,4,8,3,2.5,4,1.0,1,980
1755700060,0,0,5,7,3,2.0,1,1.0,1,981
4330600435,0,0,3,7,3,1.75,1,1.0,1,981
9542800700,0,0,4,7,3,1.75,2,1.0,1,980
1999700045,0,0,3,7,3,1.5,1,1.5,1,981
1762600070,0,0,3,10,4,2.5,4,2.0,1,980
1687900520,0,0,4,8,4,2.25,1,2.0,1,980
7234600798,0,0,3,8,3,2.5,2,2.0,2,981
3881900445,0,0,3,7,5,2.75,3,1.0,1,981
2254502445,0,0,3,6,3,1.0,1,1.0,1,981
5437810320,0,2,4,7,3,1.5,3,1.0,1,980
9158100075,0,0,3,7,2,1.0,2,1.0,1,981
3830630310,0,0,3,7,3,2.5,1,2.0,1,980
8123100045,0,0,4,7,4,3.0,3,1.5,1,981
3127200041,0,0,5,7,4,3.0,1,2.0,1,980
6661200320,0,0,3,7,2,1.5,1,2.0,2,980
11510310,0,0,3,9,4,2.75,3,2.0,1,980
825059270,0,2,4,10,5,3.0,4,1.0,1,980
8731951370,0,0,4,8,4,1.75,2,1.0,1,980
1954440060,0,0,3,8,3,2.5,1,2.0,1,980
2264500350,0,0,4,6,4,1.0,1,1.5,1,981
1115810060,0,0,3,8,3,2.25,3,1.0,1,980
9477200200,0,0,3,7,3,1.75,2,1.0,1,980
1432600560,0,0,3,6,3,1.0,1,1.0,1,980
2287000060,0,0,4,8,3,2.5,1,1.0,1,980
3663500060,0,0,4,7,3,2.5,3,1.0,1,981
3996900125,0,0,3,7,3,1.0,1,1.0,1,981
7796450200,0,0,3,8,3,2.5,1,2.0,2,980
7549802535,0,0,5,7,4,2.0,3,1.5,1,981
3278600320,0,0,3,8,3,2.5,1,2.0,2,981
2824079053,0,0,3,7,3,2.5,1,2.0,2,980
1222069094,0,0,4,7,3,1.75,1,1.0,1,980
3542300060,0,0,4,6,3,1.0,1,1.0,1,980
2222059065,0,0,3,8,3,2.5,1,2.0,1,980
7551300060,0,0,3,7,3,1.0,1,1.0,1,981
100600550,0,0,4,7,3,1.5,2,1.0,1,980
3211100860,0,0,4,6,3,1.0,1,1.0,1,980
3456000310,0,0,4,9,4,1.75,3,1.0,1,980
9526600140,0,0,3,8,3,2.5,1,2.0,2,980
7465900060,0,0,3,7,3,1.0,1,1.0,1,981
1222000055,0,0,3,6,2,0.75,1,1.0,1,981
6300000550,0,0,3,7,6,3.0,3,2.0,1,981
2310030510,0,0,3,8,4,2.25,1,2.0,1,980
1025049114,0,0,3,8,3,2.25,2,2.0,3,981
8677300550,0,0,3,9,4,2.5,1,1.0,1,980
4014400292,0,0,3,9,3,2.5,1,2.0,2,980
1102000196,0,0,3,8,4,2.75,1,2.0,1,981
257000138,0,0,3,6,2,1.0,1,1.0,1,981
46100204,0,3,3,9,5,3.0,4,1.0,1,980
1909600046,0,0,3,8,3,2.5,1,2.0,2,981
1250202145,0,3,3,8,2,2.25,4,1.0,1,981
7611200125,0,0,4,8,2,1.5,1,1.0,1,981
5611500140,0,0,3,10,4,2.5,1,2.0,2,980
7138000260,0,0,3,7,3,2.0,2,1.0,1,981
626059335,0,0,3,8,4,2.25,1,2.0,1,980
1922059282,0,0,4,8,3,2.25,2,1.0,1,980
705700390,0,0,3,7,3,2.25,1,2.0,1,980
7454001200,0,0,5,7,3,2.25,1,1.0,1,981
8682281200,0,0,3,8,2,2.0,1,1.0,2,980
7972000200,0,0,4,7,4,2.25,3,1.0,1,980
722059070,0,0,4,7,3,1.0,2,1.0,1,980
7202340400,0,0,3,7,3,2.5,1,2.0,2,980
8096000060,1,4,3,7,2,1.75,2,2.0,1,981
2424000060,0,0,5,7,4,2.75,1,1.0,1,980
9264902050,0,0,3,8,6,2.75,4,1.0,1,980
943100260,0,0,3,6,2,1.0,1,1.0,1,980
3677400445,0,0,5,7,3,1.5,3,1.5,1,981
1762600320,0,0,3,10,5,4.0,1,2.0,1,980
4058000060,0,0,5,7,3,2.0,3,1.0,1,980
7228500560,0,0,3,7,4,1.0,2,1.5,1,981
326069104,0,0,3,10,3,3.5,2,2.0,1,980
5152100060,0,2,4,9,6,2.5,4,1.0,1,980
3584000310,0,0,4,7,3,1.75,1,1.0,1,980
8150100045,0,0,3,6,2,1.0,1,1.0,1,981
1868901275,0,0,2,7,2,1.0,1,1.5,1,981
6131600075,0,0,4,6,3,1.0,1,1.0,1,980
9468200125,0,2,4,7,2,1.0,2,1.0,1,981
8029510030,0,0,3,9,3,2.5,1,2.0,1,980
2025069065,1,4,3,9,4,2.5,4,1.0,2,980
7899800890,0,0,3,6,2,1.5,1,1.0,1,981
3021059276,0,0,4,7,4,2.0,1,1.0,1,980
3797001895,0,0,4,6,3,1.75,3,1.0,1,981
3832710960,0,0,4,7,3,2.0,3,1.0,1,980
1310430400,0,0,3,9,4,2.5,1,2.0,2,980
1422300030,0,0,3,8,3,2.25,1,2.0,1,980
1105000588,0,0,3,7,3,1.0,3,1.0,1,981
3830630060,0,0,3,7,3,2.5,1,2.0,1,980
5101404898,0,2,5,7,2,2.0,1,1.5,1,981
7972601890,0,0,4,7,4,1.75,4,1.0,1,981
5127001620,0,0,4,7,3,1.75,2,1.0,1,980
9407100800,0,0,3,7,3,1.0,1,1.0,1,980
1873100060,0,0,3,8,4,2.5,1,2.0,2,980
8722101360,0,0,3,8,3,1.0,2,1.5,1,981
8644000060,0,0,4,7,3,1.75,1,1.0,1,981
3325069129,0,0,3,10,3,2.25,3,2.0,1,980
1400300055,0,0,3,5,2,1.0,1,1.0,1,981
2123039032,1,4,5,5,1,0.75,1,1.0,1,980
8078560140,0,0,4,7,4,2.5,1,2.0,1,980
3438500192,0,0,3,7,3,1.0,1,1.0,1,981
7974200510,0,0,3,7,2,1.0,1,1.0,1,981
2557000400,0,0,3,8,3,2.5,3,1.0,1,980
7960900060,0,2,3,11,4,3.25,2,1.5,1,980
4054500390,0,0,4,11,4,4.75,1,2.0,1,980
6378500125,0,0,4,7,2,1.0,1,1.0,1,981
1745100140,0,0,4,7,3,1.0,1,1.0,1,980
2976800796,0,0,3,7,3,1.0,1,1.0,1,981
4235400186,0,0,3,7,3,1.75,3,1.0,1,981
4215100060,0,0,3,8,3,2.5,1,2.0,2,980
9189700045,0,0,5,8,3,2.0,1,1.0,1,980
1126049053,0,0,3,9,4,2.75,3,2.0,3,980
2022069200,0,0,3,8,4,2.5,1,1.0,2,980
9412900055,0,0,3,6,3,1.75,4,1.0,1,981
1722059235,0,0,4,7,4,1.75,3,1.0,1,980
6874200960,0,0,3,6,2,1.0,1,1.0,1,981
7424700045,0,1,5,9,5,3.0,4,2.0,1,981
7202360350,0,0,3,9,4,2.5,1,2.0,2,980
5634500392,0,0,4,8,3,3.0,3,1.0,1,980
1509500060,0,0,3,9,4,2.5,1,2.0,1,980
7214810350,0,0,3,7,5,2.25,3,1.0,1,980
6647200060,0,0,3,7,3,1.75,3,1.0,1,980
9552700140,0,0,3,8,5,2.25,4,1.0,1,980
2200500350,0,0,4,7,2,1.0,3,1.0,1,980
6113400046,0,0,4,7,4,2.5,1,2.0,1,981
6619910140,0,2,4,8,4,1.75,4,1.0,1,980
1115450240,0,0,3,9,4,2.5,1,2.0,1,980
6073240060,0,0,3,8,4,3.0,4,2.0,1,980
9297300045,0,3,5,8,3,2.0,3,2.0,1,981
9510920070,0,0,3,10,4,2.5,1,2.0,1,980
5468730030,0,0,3,7,3,2.0,1,1.0,1,980
8079030390,0,0,3,8,3,2.5,1,2.0,1,980
600000152,0,0,3,7,3,1.5,3,1.0,1,981
1840000030,0,2,3,7,3,1.75,3,1.0,1,981
3225069065,1,4,3,10,4,5.0,4,1.0,2,980
3260800030,0,0,3,8,3,2.5,1,2.0,2,980
2747100024,0,0,4,7,3,2.5,3,1.0,1,981
5104530560,0,0,3,8,3,2.5,1,2.0,2,980
4330600350,0,0,4,7,3,2.25,4,1.0,1,981
5016001535,0,0,4,8,3,1.75,3,1.0,1,981
7280300196,0,0,4,8,4,2.75,2,1.0,1,981
8651520400,0,0,3,8,4,2.25,1,2.0,1,980
7171200445,0,0,4,6,2,1.0,1,1.5,1,981
3204800200,0,0,5,8,4,2.75,4,2.0,1,980
3416600800,0,2,5,8,4,2.5,2,1.5,1,981
7994700030,0,0,3,6,5,1.75,1,1.5,1,980
1860600135,0,4,5,10,5,2.5,2,2.0,1,981
4139480200,0,3,3,11,4,3.25,4,1.0,2,980
4139480200,0,3,3,11,4,3.25,4,1.0,2,980
1328320800,0,0,3,8,4,2.25,3,1.0,1,980
7771300125,0,0,5,8,3,2.0,3,1.0,1,981
3422059208,0,0,4,8,3,2.5,1,1.0,1,980
9521101455,0,0,4,7,2,1.0,2,1.0,1,981
4337000335,0,0,3,6,4,1.0,1,1.0,1,981
325059286,0,0,3,9,5,2.75,1,2.0,3,980
2597650240,0,0,3,8,3,2.25,1,2.0,1,980
3353400435,0,0,3,7,3,2.0,1,1.0,2,980
7972000240,0,0,3,7,3,1.75,1,1.0,1,980
7520000520,0,0,3,6,2,1.0,2,1.0,1,981
7520000520,0,0,3,6,2,1.0,2,1.0,1,981
3530210260,0,0,3,9,3,2.5,1,2.0,1,980
1959700550,0,0,4,9,4,2.0,1,1.5,1,981
1665400045,0,0,2,7,3,1.0,1,1.0,1,981
9542850320,0,0,4,9,3,2.25,3,1.0,1,980
3179100060,0,0,3,9,4,3.5,3,2.0,1,981
2946001550,0,0,4,7,6,1.75,1,2.0,1,981
8078490390,0,2,3,8,3,2.0,1,1.0,1,980
9550201550,0,0,3,7,2,1.0,1,1.0,1,981
191100045,0,0,5,9,4,2.0,1,2.0,1,980
5009600070,0,0,3,7,4,2.5,1,2.0,2,980
200350070,0,0,3,9,3,2.75,4,1.0,2,980
2877103726,0,0,5,7,4,2.0,1,1.5,1,981
405100295,0,0,3,7,3,1.75,1,1.0,1,981
4268200055,0,0,3,7,3,1.75,1,1.0,1,981
3126069068,0,0,4,7,4,1.75,1,2.0,1,980
1115300070,0,0,3,9,4,3.5,3,2.0,2,980
6414100671,0,0,3,8,3,1.75,4,1.0,1,981
7004200060,0,0,4,6,4,1.75,1,1.0,1,980
7852110140,0,0,3,8,4,2.5,1,2.0,2,980
3969300030,0,0,3,6,4,1.0,1,1.0,1,981
3969300030,0,0,3,6,4,1.0,1,1.0,1,981
4048400070,0,0,4,6,2,1.0,1,1.0,1,980
808000070,0,0,4,7,3,2.0,1,1.0,1,980
7374200030,0,0,3,7,4,1.75,4,1.0,1,981
7325600160,0,0,3,4,1,0.75,1,1.0,1,980
2757000030,0,0,3,9,4,2.75,1,2.0,1,980
616000140,0,0,4,7,3,1.0,3,1.0,1,981
3363900111,0,2,5,7,2,1.0,2,1.0,1,981
9262800171,0,0,4,7,4,1.5,3,1.0,1,980
6607000126,0,0,5,7,4,1.75,4,1.0,1,981
5416510830,0,0,3,7,4,2.5,1,2.0,2,980
2201500030,0,0,4,7,4,1.0,1,1.5,1,980
325059171,0,0,3,7,3,1.0,1,1.0,1,980
952003285,0,2,3,9,3,2.5,2,2.0,2,981
3211290370,0,0,3,7,3,2.5,1,2.0,1,980
1072010350,0,0,4,9,5,2.5,1,2.0,1,980
8856950070,0,0,3,7,4,2.5,1,2.0,1,980
925059078,0,0,3,8,3,2.5,3,1.0,3,980
7855801090,0,2,4,8,5,2.5,4,1.0,1,980
723099065,0,0,3,7,3,2.0,1,2.0,1,980
6116500075,0,0,3,9,4,2.5,1,2.0,2,981
1118500030,0,0,3,10,4,2.5,1,2.0,1,980
424069250,0,0,4,8,4,2.75,3,1.0,1,980
3291800710,0,0,3,7,4,3.0,3,1.0,1,980
6838700060,0,0,3,7,3,2.25,1,2.0,1,980
2231500030,0,0,5,7,4,2.25,4,1.0,1,981
2231500030,0,0,5,7,4,2.25,4,1.0,1,981
7683900200,0,0,3,9,5,3.0,1,2.0,2,980
8155830060,0,0,3,7,3,2.25,1,2.0,1,980
98020310,0,0,3,10,4,2.5,1,2.0,2,980
9423400140,0,0,3,7,3,1.75,3,1.0,1,981
1545804860,0,0,3,7,3,3.0,3,1.0,2,980
2883200160,0,0,3,7,4,2.0,1,2.0,1,981
7132300695,0,0,3,7,3,1.5,1,1.5,1,981
1726059053,0,0,1,6,2,1.5,1,1.0,1,980
624111000,0,0,3,10,3,3.0,4,2.0,1,980
808300310,0,0,3,7,4,2.25,1,2.0,2,980
8563040160,0,0,3,8,4,2.25,3,1.0,1,980
713500030,0,2,3,11,5,3.5,4,2.0,2,980
8651600160,0,0,4,8,4,2.25,1,2.0,1,980
9517200030,0,0,4,7,3,2.0,1,1.0,1,980
2460700700,0,0,3,7,3,2.0,2,1.0,1,980
1223039290,0,0,3,8,4,2.5,1,2.0,1,981
2890100060,0,0,3,7,4,1.5,3,1.0,1,981
7972600860,0,0,3,7,4,1.0,1,1.5,1,981
8857320070,0,0,4,9,3,2.75,1,2.0,1,980
4047200695,0,0,3,8,3,2.5,1,2.0,2,980
1653500070,0,0,3,8,4,2.75,1,2.0,1,980
1923000030,0,1,4,10,4,2.5,1,2.0,1,980
3649100320,0,0,5,7,2,1.0,1,1.0,1,980
7375300160,0,0,4,7,5,2.25,4,1.0,1,980
5175800060,0,0,1,8,4,2.0,1,1.0,1,980
1604601375,0,0,3,7,3,2.5,3,1.5,1,981
2473251090,0,0,4,7,4,1.75,1,1.5,1,980
9126100861,0,0,3,8,3,3.5,2,2.0,2,981
3420069065,0,0,4,7,4,1.75,4,1.0,1,980
6021501685,0,0,4,7,2,1.0,1,1.0,1,981
1151100070,0,0,3,8,3,2.5,1,2.0,1,980
8856950240,0,0,3,7,4,2.5,1,2.0,1,980
9385200055,0,0,3,9,3,3.25,2,2.0,2,981
7821200390,0,0,3,8,3,2.0,1,3.0,2,981
8078520310,0,0,3,7,3,2.0,1,1.0,2,980
1565950030,0,0,3,8,4,2.5,1,2.0,2,980
1560930070,0,4,4,10,4,3.5,1,1.0,1,980
6700400140,0,0,3,7,3,2.5,1,2.0,1,980
2422029094,0,0,3,5,2,1.0,1,1.0,2,980
1774220160,0,0,4,8,3,2.5,1,2.0,1,980
1525200060,0,0,3,9,3,2.5,1,2.0,2,980
1678400105,0,2,3,7,4,1.5,1,1.5,1,981
3426059070,0,0,4,7,3,1.75,4,1.0,1,980
824079032,0,0,3,7,4,1.75,2,1.0,1,980
2697100140,0,0,5,7,4,2.25,3,1.0,1,981
8724300030,0,0,3,8,3,2.25,1,2.0,3,980
8678500060,0,0,3,12,5,4.25,1,2.0,2,980
625049299,0,0,3,7,2,1.0,1,1.0,1,981
6073200075,0,0,5,7,3,1.75,1,1.0,1,980
6388900710,0,0,3,8,3,2.5,1,2.0,1,980
1442860160,0,0,4,8,3,2.5,1,2.0,1,980
7942600310,0,0,3,7,2,1.0,1,1.0,1,981
1545808560,0,0,5,7,3,2.5,3,1.0,2,980
936000060,0,0,4,7,5,1.75,1,1.0,1,981
9808650060,0,0,4,8,3,2.0,3,1.0,1,980
3754700160,0,0,3,7,4,2.0,2,1.0,1,980
305500140,0,0,3,8,3,2.5,1,2.0,2,980
5468750060,0,0,3,9,4,3.0,1,2.0,1,980
2944010240,0,0,3,11,4,3.0,1,2.0,1,980
3454000060,0,0,5,8,4,2.5,3,1.5,1,981
646910160,0,0,3,7,3,2.5,1,2.0,2,980
8564950390,0,0,3,8,4,2.5,1,2.0,2,980
2268400350,0,0,3,9,4,2.5,2,1.0,1,980
7504101040,0,0,3,10,5,2.5,4,2.0,1,980
11500890,0,0,3,10,3,2.5,1,2.0,1,980
9528102772,0,0,3,8,2,2.0,1,3.0,2,981
284000223,0,2,3,8,3,1.75,3,1.0,1,981
3353401710,0,0,5,7,3,1.5,1,1.0,1,980
8159610030,0,0,3,7,3,2.25,1,2.0,1,980
3179100435,0,0,3,8,2,1.0,2,1.0,1,981
822079033,0,0,4,6,3,1.5,1,1.0,1,980
8857600960,0,0,4,7,3,1.0,1,1.0,1,980
1774000200,0,0,3,7,3,1.75,1,1.0,1,980
2024069128,0,0,3,10,3,2.5,3,1.0,2,980
1049010390,0,0,3,7,3,2.0,1,1.0,1,980
7905370390,0,0,3,7,5,2.5,4,1.0,1,980
4140090240,0,0,5,8,3,2.25,4,1.0,1,980
4055700030,0,2,3,10,3,4.5,3,2.0,1,980
3775300030,0,0,3,7,3,1.75,1,1.0,1,980
2525300030,0,0,4,6,3,1.0,1,1.0,1,980
1324059104,0,0,4,8,3,2.75,3,1.0,1,980
2287000030,0,0,4,8,3,1.75,1,1.0,1,980
7702010030,0,0,3,9,3,2.5,1,2.0,2,980
1529200340,0,0,3,8,3,2.5,1,2.0,1,980
2122039094,1,3,4,9,3,3.0,2,2.0,1,980
1742800030,0,2,5,9,4,2.5,4,1.0,1,980
1796360350,0,0,5,7,3,1.75,1,1.0,1,980
6154500070,0,0,3,10,4,3.5,1,2.0,2,980
1843100340,0,0,4,8,3,2.25,1,2.0,1,980
8944290160,0,0,3,7,3,2.0,1,2.0,1,980
4166600473,0,0,3,9,4,2.25,1,2.0,1,980
7282300125,0,0,3,6,3,1.0,1,1.0,1,981
8658300340,0,0,2,4,1,0.75,1,1.0,1,980
2419600075,0,0,3,7,3,1.75,1,1.0,1,981
2621760350,0,0,3,8,4,2.5,1,2.0,2,980
1723049270,0,0,4,7,3,2.0,2,1.0,1,981
4123840310,0,0,3,8,3,2.5,1,2.0,1,980
2172000075,0,0,3,6,2,2.0,1,2.0,1,981
8651611170,0,0,3,10,3,4.25,1,2.0,2,980
8820902200,0,1,3,9,4,2.75,3,2.0,1,981
8651610890,0,0,3,11,4,3.25,4,2.0,2,980
1853080570,0,0,3,9,4,2.75,1,2.0,2,980
3629920030,0,0,3,7,4,2.25,1,2.0,2,980
1604602050,0,2,3,9,3,2.5,3,2.0,2,981
6844700810,0,0,3,7,3,1.5,2,1.0,1,981
66000070,0,0,3,5,2,1.0,1,1.0,1,981
6665800030,0,2,3,8,4,2.75,4,1.0,1,980
